device_id,device_name,asset_criticality,sensitivity_score,asset_type,business_unit,os_family,is_internet_exposed,patch_level,days_since_last_patch,nb_vulnerabilities,is_domain_controller,network_zone,last_incident_days_ago,owner_team,account_id,user_name,user_criticality,user_role,department,is_privileged,last_login_days,account_status,MFA_enabled,nb_failed_logins_7d,login_country_mismatch
,,,46,,,,,,,,,,,,54329.0,analyst.risk.669,MEDIUM,User,Finance,0.0,15.0,Active,0.0,0.0,0.0
,,,97,,,,,,,,,,,,30184.0,head_security.exec.419,CRITICAL,Exec,IT,1.0,26.0,Active,1.0,0.0,0.0
,,,94,,,,,,,,,,,,63299.0,cto.exec.560,CRITICAL,User,Finance,1.0,9.0,Active,1.0,7.0,0.0
,,,97,,,,,,,,,,,,142045.0,cfo.exec.67,CRITICAL,User,Operations,1.0,28.0,Active,1.0,2.0,0.0
,,,78,,,,,,,,,,,,17262.0,director.trading.437,HIGH,Manager,Finance,1.0,26.0,Active,1.0,11.0,1.0
,,,75,,,,,,,,,,,,49339.0,lead.trading.199,HIGH,User,HR,1.0,19.0,Active,1.0,0.0,0.0
,,,46,,,,,,,,,,,,58465.0,admin.ops.569,MEDIUM,Analyst,Finance,0.0,17.0,Active,1.0,11.0,1.0
,,,16,,,,,,,,,,,,205954.0,user.ops.889,LOW,Exec,Legal,0.0,14.0,Active,0.0,6.0,0.0
,,,77,,,,,,,,,,,,50496.0,lead.tech.107,HIGH,User,IT,1.0,19.0,Active,1.0,11.0,0.0
,,,19,,,,,,,,,,,,56209.0,user.support.716,LOW,Analyst,IT,0.0,6.0,Active,0.0,4.0,0.0
,,,71,,,,,,,,,,,,66860.0,director.risk.229,HIGH,Analyst,Operations,1.0,21.0,Active,1.0,1.0,0.0
,,,72,,,,,,,,,,,,450222.0,director.trading.270,HIGH,User,Operations,1.0,21.0,Active,1.0,1.0,0.0
,,,19,,,,,,,,,,,,2959.0,guest.support.232,LOW,Analyst,HR,0.0,1.0,Active,0.0,0.0,1.0
,,,21,,,,,,,,,,,,219350.0,user.ops.877,LOW,User,Finance,0.0,7.0,Active,1.0,1.0,0.0
,,,92,,,,,,,,,,,,270583.0,head_security.board.759,CRITICAL,Analyst,IT,1.0,7.0,Active,1.0,16.0,1.0
,,,46,,,,,,,,,,,,106101.0,admin.ops.635,MEDIUM,User,Legal,0.0,27.0,Inactive,1.0,1.0,1.0
,,,15,,,,,,,,,,,,36616.0,guest.support.985,LOW,Analyst,IT,0.0,26.0,Inactive,1.0,0.0,0.0
,,,40,,,,,,,,,,,,39017.0,engineer.ops.153,MEDIUM,Analyst,IT,0.0,7.0,Active,0.0,0.0,1.0
,,,97,,,,,,,,,,,,47752.0,cfo.board.43,CRITICAL,User,HR,1.0,20.0,Active,1.0,3.0,0.0
,,,41,,,,,,,,,,,,549.0,specialist.ops.424,MEDIUM,Exec,Legal,0.0,14.0,Active,1.0,12.0,0.0
,,,96,,,,,,,,,,,,285155.0,cfo.board.989,CRITICAL,Manager,Legal,1.0,5.0,Active,1.0,17.0,0.0
,,,40,,,,,,,,,,,,114.0,engineer.security.677,MEDIUM,User,IT,0.0,22.0,Active,1.0,1.0,0.0
,,,78,,,,,,,,,,,,157641.0,vp.tech.149,HIGH,Analyst,HR,1.0,29.0,Active,1.0,2.0,0.0
,,,16,,,,,,,,,,,,164697.0,temp.support.414,LOW,Manager,Operations,0.0,15.0,Active,0.0,0.0,0.0
,,,75,,,,,,,,,,,,251987.0,director.trading.279,HIGH,User,Operations,1.0,29.0,Active,1.0,0.0,0.0
,,,79,,,,,,,,,,,,168674.0,director.security.136,HIGH,Analyst,Finance,1.0,24.0,Active,1.0,0.0,0.0
,,,93,,,,,,,,,,,,183954.0,head_security.board.983,CRITICAL,Analyst,Legal,1.0,5.0,Active,1.0,11.0,1.0
,,,44,,,,,,,,,,,,110363.0,engineer.infra.808,MEDIUM,User,HR,0.0,5.0,Inactive,0.0,3.0,1.0
,,,19,,,,,,,,,,,,36951.0,user.support.779,LOW,Exec,Legal,0.0,29.0,Active,1.0,0.0,0.0
,,,21,,,,,,,,,,,,41050.0,guest.admin.932,LOW,User,IT,0.0,10.0,Active,0.0,1.0,0.0
,,,75,,,,,,,,,,,,50070.0,vp.risk.860,HIGH,Analyst,Operations,1.0,20.0,Active,1.0,8.0,0.0
,,,78,,,,,,,,,,,,66857.0,lead.tech.170,HIGH,User,Finance,1.0,5.0,Active,1.0,17.0,0.0
,,,90,,,,,,,,,,,,39280.0,ceo.board.228,CRITICAL,Analyst,Finance,1.0,29.0,Active,1.0,15.0,0.0
,,,47,,,,,,,,,,,,29099.0,specialist.ops.499,MEDIUM,Analyst,HR,0.0,16.0,Active,1.0,2.0,0.0
,,,49,,,,,,,,,,,,445023.0,engineer.ops.574,MEDIUM,User,IT,0.0,24.0,Active,0.0,1.0,1.0
,,,75,,,,,,,,,,,,198425.0,vp.security.240,HIGH,User,HR,1.0,20.0,Active,1.0,12.0,1.0
,,,19,,,,,,,,,,,,40389.0,temp.support.483,LOW,User,Operations,0.0,11.0,Inactive,0.0,17.0,1.0
,,,40,,,,,,,,,,,,41328.0,analyst.ops.236,MEDIUM,Analyst,Operations,0.0,6.0,Active,1.0,11.0,0.0
,,,22,,,,,,,,,,,,320040.0,user.admin.405,LOW,Manager,HR,0.0,0.0,Active,0.0,0.0,0.0
,,,49,,,,,,,,,,,,2048.0,admin.ops.231,MEDIUM,User,Finance,0.0,0.0,Active,0.0,2.0,0.0
,,,44,,,,,,,,,,,,53432.0,engineer.risk.602,MEDIUM,Manager,Operations,0.0,14.0,Active,1.0,1.0,0.0
,,,46,,,,,,,,,,,,213458.0,engineer.ops.549,MEDIUM,Analyst,IT,0.0,8.0,Suspended,0.0,1.0,0.0
,,,24,,,,,,,,,,,,241212.0,guest.admin.254,LOW,Analyst,IT,0.0,12.0,Suspended,1.0,0.0,0.0
,,,21,,,,,,,,,,,,8376.0,guest.support.316,LOW,Manager,Finance,0.0,25.0,Active,0.0,4.0,1.0
,,,42,,,,,,,,,,,,63025.0,admin.ops.130,MEDIUM,Analyst,Operations,0.0,5.0,Active,1.0,1.0,0.0
,,,99,,,,,,,,,,,,94569.0,cto.board.70,CRITICAL,User,Finance,1.0,29.0,Active,1.0,1.0,0.0
,,,49,,,,,,,,,,,,15280.0,specialist.risk.833,MEDIUM,Analyst,IT,0.0,5.0,Active,1.0,0.0,0.0
,,,42,,,,,,,,,,,,49475.0,analyst.risk.11,MEDIUM,Manager,IT,0.0,11.0,Active,0.0,2.0,0.0
,,,72,,,,,,,,,,,,167599.0,director.security.822,HIGH,User,HR,1.0,1.0,Active,1.0,1.0,0.0
,,,72,,,,,,,,,,,,64752.0,lead.trading.791,HIGH,User,IT,1.0,29.0,Active,1.0,11.0,1.0
,,,47,,,,,,,,,,,,35646.0,admin.security.513,MEDIUM,Analyst,Operations,0.0,26.0,Active,0.0,8.0,0.0
,,,24,,,,,,,,,,,,35195.0,user.admin.129,LOW,User,Operations,0.0,5.0,Active,0.0,5.0,1.0
,,,95,,,,,,,,,,,,95873.0,ceo.board.431,CRITICAL,Analyst,Operations,1.0,23.0,Active,1.0,14.0,1.0
,,,46,,,,,,,,,,,,414133.0,analyst.infra.316,MEDIUM,User,HR,0.0,1.0,Suspended,1.0,0.0,0.0
,,,73,,,,,,,,,,,,9941.0,lead.tech.278,HIGH,Analyst,Legal,1.0,26.0,Active,0.0,0.0,0.0
,,,24,,,,,,,,,,,,124601.0,temp.ops.551,LOW,Analyst,Operations,0.0,1.0,Active,1.0,1.0,0.0
,,,70,,,,,,,,,,,,173536.0,director.security.230,HIGH,User,Legal,1.0,15.0,Active,1.0,1.0,0.0
,,,23,,,,,,,,,,,,29640.0,intern.admin.837,LOW,Analyst,IT,0.0,25.0,Active,1.0,1.0,0.0
,,,92,,,,,,,,,,,,74629.0,cfo.board.47,CRITICAL,Exec,Operations,1.0,27.0,Inactive,1.0,0.0,0.0
,,,41,,,,,,,,,,,,11841.0,admin.security.938,MEDIUM,Analyst,HR,0.0,25.0,Active,1.0,4.0,0.0
,,,23,,,,,,,,,,,,119.0,intern.support.974,LOW,User,IT,0.0,5.0,Inactive,1.0,1.0,0.0
,,,43,,,,,,,,,,,,169600.0,admin.infra.337,MEDIUM,User,Operations,0.0,12.0,Active,0.0,1.0,0.0
,,,42,,,,,,,,,,,,5348.0,analyst.infra.200,MEDIUM,Analyst,HR,0.0,23.0,Active,1.0,2.0,0.0
,,,41,,,,,,,,,,,,79241.0,specialist.infra.706,MEDIUM,Manager,HR,0.0,29.0,Active,1.0,9.0,0.0
,,,18,,,,,,,,,,,,437.0,temp.support.531,LOW,Analyst,Finance,0.0,24.0,Active,0.0,5.0,0.0
,,,44,,,,,,,,,,,,41896.0,specialist.infra.843,MEDIUM,User,Operations,0.0,22.0,Active,1.0,1.0,0.0
,,,47,,,,,,,,,,,,3479.0,analyst.risk.969,MEDIUM,User,Finance,0.0,28.0,Active,1.0,0.0,0.0
,,,15,,,,,,,,,,,,1880.0,intern.ops.850,LOW,Analyst,Operations,0.0,11.0,Suspended,0.0,1.0,0.0
,,,20,,,,,,,,,,,,10103.0,guest.admin.566,LOW,Analyst,IT,0.0,27.0,Active,0.0,3.0,0.0
,,,76,,,,,,,,,,,,79459.0,vp.security.285,HIGH,Manager,IT,1.0,18.0,Suspended,1.0,0.0,0.0
,,,46,,,,,,,,,,,,23854.0,analyst.infra.345,MEDIUM,User,HR,0.0,29.0,Active,0.0,12.0,1.0
,,,20,,,,,,,,,,,,175982.0,temp.ops.941,LOW,User,IT,0.0,29.0,Active,0.0,0.0,0.0
,,,45,,,,,,,,,,,,184439.0,engineer.security.606,MEDIUM,Analyst,Operations,0.0,21.0,Active,0.0,1.0,0.0
,,,91,,,,,,,,,,,,439540.0,head_security.board.322,CRITICAL,Analyst,IT,1.0,22.0,Active,1.0,1.0,0.0
,,,44,,,,,,,,,,,,379714.0,admin.ops.102,MEDIUM,User,IT,0.0,6.0,Active,0.0,3.0,0.0
,,,46,,,,,,,,,,,,71138.0,admin.risk.432,MEDIUM,Analyst,Operations,0.0,23.0,Inactive,1.0,17.0,1.0
,,,76,,,,,,,,,,,,2175.0,lead.trading.158,HIGH,Analyst,IT,1.0,2.0,Active,1.0,4.0,0.0
,,,75,,,,,,,,,,,,22627.0,director.risk.626,HIGH,User,Legal,1.0,15.0,Active,0.0,8.0,0.0
,,,40,,,,,,,,,,,,14718.0,specialist.infra.227,MEDIUM,Manager,IT,0.0,23.0,Active,0.0,8.0,1.0
,,,47,,,,,,,,,,,,258621.0,engineer.security.703,MEDIUM,Manager,Operations,0.0,12.0,Active,0.0,0.0,0.0
,,,20,,,,,,,,,,,,17333.0,user.support.02,LOW,User,Operations,0.0,19.0,Active,0.0,4.0,0.0
,,,76,,,,,,,,,,,,9325.0,vp.risk.789,HIGH,Analyst,Operations,1.0,8.0,Active,1.0,2.0,0.0
,,,77,,,,,,,,,,,,199200.0,manager.tech.679,HIGH,Manager,Legal,1.0,1.0,Suspended,1.0,4.0,0.0
,,,41,,,,,,,,,,,,25440.0,admin.security.312,MEDIUM,Analyst,Finance,0.0,26.0,Active,0.0,3.0,0.0
,,,43,,,,,,,,,,,,218920.0,analyst.security.745,MEDIUM,Analyst,Operations,0.0,10.0,Active,0.0,2.0,0.0
,,,75,,,,,,,,,,,,74.0,director.trading.257,HIGH,User,HR,1.0,24.0,Active,0.0,1.0,1.0
,,,40,,,,,,,,,,,,63793.0,analyst.infra.00,MEDIUM,Analyst,Operations,0.0,9.0,Active,0.0,1.0,0.0
,,,47,,,,,,,,,,,,384826.0,analyst.risk.568,MEDIUM,User,Legal,0.0,14.0,Active,0.0,2.0,0.0
,,,40,,,,,,,,,,,,120023.0,engineer.security.643,MEDIUM,Analyst,Finance,0.0,19.0,Active,0.0,0.0,0.0
,,,44,,,,,,,,,,,,141942.0,admin.risk.507,MEDIUM,Analyst,HR,0.0,9.0,Active,0.0,4.0,1.0
,,,18,,,,,,,,,,,,387211.0,intern.ops.859,LOW,Analyst,IT,0.0,22.0,Active,1.0,2.0,0.0
,,,70,,,,,,,,,,,,103958.0,lead.security.373,HIGH,Exec,Finance,1.0,4.0,Inactive,1.0,19.0,0.0
,,,16,,,,,,,,,,,,5250.0,temp.admin.874,LOW,Analyst,Finance,0.0,4.0,Active,0.0,1.0,0.0
,,,78,,,,,,,,,,,,37024.0,director.trading.183,HIGH,Analyst,Finance,1.0,7.0,Active,0.0,0.0,0.0
,,,20,,,,,,,,,,,,251341.0,temp.ops.14,LOW,User,IT,0.0,6.0,Active,0.0,1.0,0.0
,,,46,,,,,,,,,,,,37091.0,specialist.ops.632,MEDIUM,User,Operations,0.0,2.0,Active,1.0,2.0,0.0
,,,91,,,,,,,,,,,,61638.0,cfo.board.128,CRITICAL,Analyst,IT,1.0,5.0,Active,1.0,6.0,1.0
,,,24,,,,,,,,,,,,35799.0,guest.admin.611,LOW,User,Finance,0.0,13.0,Active,0.0,9.0,0.0
,,,49,,,,,,,,,,,,16975.0,engineer.risk.55,MEDIUM,User,Finance,0.0,10.0,Active,0.0,0.0,1.0
,,,22,,,,,,,,,,,,120217.0,guest.ops.264,LOW,Analyst,Legal,0.0,24.0,Active,0.0,1.0,0.0
,,,42,,,,,,,,,,,,401477.0,specialist.security.55,MEDIUM,Analyst,HR,0.0,13.0,Active,1.0,2.0,0.0
,,,71,,,,,,,,,,,,12870.0,director.tech.134,HIGH,User,IT,1.0,20.0,Active,0.0,1.0,0.0
,,,44,,,,,,,,,,,,30726.0,admin.risk.595,MEDIUM,Analyst,Finance,0.0,16.0,Active,0.0,1.0,0.0
,,,48,,,,,,,,,,,,16238.0,specialist.ops.663,MEDIUM,User,IT,0.0,4.0,Suspended,0.0,0.0,0.0
,,,16,,,,,,,,,,,,20455.0,user.admin.867,LOW,User,Finance,0.0,10.0,Active,0.0,4.0,0.0
,,,48,,,,,,,,,,,,24036.0,specialist.ops.471,MEDIUM,Analyst,Operations,0.0,6.0,Active,0.0,4.0,0.0
,,,22,,,,,,,,,,,,3328.0,user.support.848,LOW,Analyst,Operations,0.0,26.0,Suspended,1.0,6.0,1.0
,,,24,,,,,,,,,,,,169042.0,intern.support.662,LOW,Manager,IT,0.0,3.0,Active,1.0,2.0,1.0
,,,77,,,,,,,,,,,,147701.0,lead.trading.420,HIGH,Exec,Operations,1.0,20.0,Inactive,1.0,0.0,1.0
,,,79,,,,,,,,,,,,51322.0,director.risk.846,HIGH,User,Legal,1.0,19.0,Active,1.0,21.0,0.0
,,,92,,,,,,,,,,,,115490.0,head_security.exec.671,CRITICAL,User,Operations,1.0,15.0,Active,1.0,9.0,1.0
,,,21,,,,,,,,,,,,8070.0,temp.admin.157,LOW,User,IT,0.0,27.0,Active,1.0,1.0,0.0
,,,48,,,,,,,,,,,,12206.0,specialist.ops.949,MEDIUM,Manager,Operations,0.0,11.0,Active,0.0,3.0,0.0
,,,42,,,,,,,,,,,,427476.0,admin.infra.310,MEDIUM,Analyst,IT,0.0,27.0,Inactive,1.0,3.0,0.0
,,,74,,,,,,,,,,,,598.0,lead.trading.247,HIGH,Analyst,IT,1.0,13.0,Inactive,0.0,4.0,0.0
,,,23,,,,,,,,,,,,111032.0,temp.ops.974,LOW,User,HR,0.0,29.0,Active,0.0,1.0,0.0
,,,99,,,,,,,,,,,,248606.0,cfo.exec.311,CRITICAL,User,HR,1.0,28.0,Active,0.0,4.0,0.0
,,,74,,,,,,,,,,,,10580.0,manager.tech.295,HIGH,Analyst,Legal,1.0,12.0,Inactive,1.0,0.0,0.0
,,,77,,,,,,,,,,,,362998.0,director.security.949,HIGH,Analyst,HR,1.0,13.0,Active,1.0,7.0,1.0
,,,22,,,,,,,,,,,,175402.0,temp.ops.107,LOW,User,Finance,0.0,4.0,Active,1.0,0.0,0.0
,,,20,,,,,,,,,,,,151803.0,temp.admin.802,LOW,User,HR,0.0,18.0,Active,0.0,0.0,0.0
,,,16,,,,,,,,,,,,384054.0,guest.ops.225,LOW,Analyst,Legal,0.0,22.0,Active,0.0,0.0,0.0
,,,97,,,,,,,,,,,,60944.0,ceo.exec.491,CRITICAL,Manager,Operations,1.0,22.0,Active,1.0,12.0,0.0
,,,45,,,,,,,,,,,,10226.0,engineer.security.677,MEDIUM,User,IT,0.0,25.0,Suspended,1.0,1.0,0.0
,,,17,,,,,,,,,,,,192120.0,user.admin.960,LOW,User,IT,0.0,4.0,Inactive,0.0,1.0,0.0
,,,76,,,,,,,,,,,,453.0,manager.trading.125,HIGH,Exec,Operations,1.0,21.0,Active,0.0,1.0,0.0
,,,46,,,,,,,,,,,,38863.0,specialist.ops.568,MEDIUM,Analyst,Legal,0.0,29.0,Inactive,0.0,11.0,1.0
,,,44,,,,,,,,,,,,60985.0,admin.risk.567,MEDIUM,User,IT,0.0,25.0,Active,1.0,5.0,0.0
,,,47,,,,,,,,,,,,133882.0,engineer.infra.692,MEDIUM,Analyst,IT,0.0,26.0,Active,1.0,5.0,0.0
,,,73,,,,,,,,,,,,271239.0,lead.security.117,HIGH,Analyst,Operations,1.0,12.0,Active,1.0,21.0,0.0
,,,15,,,,,,,,,,,,295936.0,intern.support.920,LOW,Analyst,Finance,0.0,12.0,Active,1.0,0.0,0.0
,,,78,,,,,,,,,,,,54927.0,lead.security.190,HIGH,Analyst,IT,1.0,12.0,Suspended,1.0,0.0,0.0
,,,96,,,,,,,,,,,,133177.0,ceo.board.69,CRITICAL,Analyst,Finance,1.0,28.0,Active,1.0,0.0,0.0
,,,79,,,,,,,,,,,,406145.0,manager.risk.454,HIGH,Manager,Operations,1.0,20.0,Active,1.0,0.0,0.0
,,,75,,,,,,,,,,,,57291.0,lead.security.231,HIGH,Analyst,HR,1.0,26.0,Active,0.0,9.0,0.0
,,,42,,,,,,,,,,,,5134.0,specialist.risk.939,MEDIUM,User,Finance,0.0,1.0,Active,0.0,0.0,0.0
,,,78,,,,,,,,,,,,2807.0,vp.risk.148,HIGH,User,Finance,1.0,18.0,Active,0.0,0.0,0.0
,,,15,,,,,,,,,,,,176786.0,intern.support.176,LOW,Analyst,Finance,0.0,11.0,Active,0.0,2.0,0.0
,,,40,,,,,,,,,,,,493.0,specialist.ops.703,MEDIUM,User,Legal,0.0,13.0,Active,0.0,1.0,0.0
,,,44,,,,,,,,,,,,107135.0,engineer.ops.407,MEDIUM,Analyst,Finance,0.0,9.0,Active,0.0,6.0,0.0
,,,45,,,,,,,,,,,,12595.0,engineer.infra.514,MEDIUM,User,Operations,0.0,5.0,Inactive,0.0,0.0,0.0
,,,40,,,,,,,,,,,,63501.0,analyst.risk.609,MEDIUM,Analyst,IT,0.0,5.0,Active,0.0,2.0,0.0
,,,20,,,,,,,,,,,,6270.0,temp.ops.917,LOW,Exec,Finance,0.0,3.0,Active,1.0,0.0,0.0
,,,77,,,,,,,,,,,,11766.0,vp.risk.332,HIGH,Analyst,Finance,1.0,22.0,Inactive,1.0,2.0,0.0
,,,22,,,,,,,,,,,,96040.0,intern.support.437,LOW,User,IT,0.0,5.0,Inactive,0.0,0.0,0.0
,,,40,,,,,,,,,,,,343548.0,specialist.infra.362,MEDIUM,User,Operations,0.0,26.0,Active,0.0,2.0,1.0
,,,23,,,,,,,,,,,,400.0,user.support.896,LOW,Analyst,IT,0.0,17.0,Active,0.0,14.0,0.0
,,,78,,,,,,,,,,,,136687.0,vp.trading.363,HIGH,User,Legal,1.0,0.0,Active,0.0,1.0,0.0
,,,75,,,,,,,,,,,,105264.0,vp.risk.575,HIGH,Analyst,IT,1.0,6.0,Active,1.0,1.0,0.0
,,,91,,,,,,,,,,,,94000.0,head_security.board.535,CRITICAL,Exec,Finance,1.0,18.0,Active,1.0,4.0,0.0
,,,78,,,,,,,,,,,,309396.0,director.security.232,HIGH,Manager,Finance,1.0,20.0,Active,1.0,0.0,0.0
,,,79,,,,,,,,,,,,47146.0,vp.tech.922,HIGH,User,Operations,1.0,3.0,Active,1.0,1.0,0.0
,,,73,,,,,,,,,,,,274182.0,director.trading.270,HIGH,Analyst,HR,1.0,26.0,Active,1.0,8.0,1.0
,,,47,,,,,,,,,,,,69.0,specialist.ops.554,MEDIUM,Manager,Finance,0.0,14.0,Active,1.0,1.0,1.0
,,,42,,,,,,,,,,,,81760.0,engineer.security.339,MEDIUM,User,Finance,0.0,1.0,Active,0.0,0.0,0.0
,,,40,,,,,,,,,,,,241032.0,analyst.risk.637,MEDIUM,User,Finance,0.0,22.0,Active,0.0,2.0,0.0
,,,99,,,,,,,,,,,,141809.0,head_security.exec.60,CRITICAL,Analyst,Finance,1.0,24.0,Active,1.0,11.0,0.0
,,,40,,,,,,,,,,,,305717.0,admin.security.858,MEDIUM,Analyst,Finance,0.0,23.0,Active,1.0,2.0,0.0
,,,70,,,,,,,,,,,,54650.0,vp.risk.572,HIGH,Analyst,HR,1.0,14.0,Active,1.0,3.0,0.0
,,,18,,,,,,,,,,,,42476.0,guest.admin.131,LOW,Analyst,Operations,0.0,4.0,Active,0.0,1.0,0.0
,,,71,,,,,,,,,,,,108454.0,manager.tech.674,HIGH,Analyst,Finance,1.0,28.0,Active,1.0,2.0,0.0
,,,48,,,,,,,,,,,,118931.0,specialist.risk.191,MEDIUM,Manager,HR,0.0,9.0,Active,1.0,1.0,0.0
,,,43,,,,,,,,,,,,357968.0,specialist.risk.600,MEDIUM,User,IT,0.0,28.0,Active,1.0,2.0,0.0
,,,76,,,,,,,,,,,,53564.0,director.trading.270,HIGH,Analyst,Legal,1.0,16.0,Active,0.0,7.0,1.0
,,,42,,,,,,,,,,,,400046.0,admin.risk.544,MEDIUM,User,Legal,0.0,15.0,Active,0.0,5.0,0.0
,,,24,,,,,,,,,,,,49599.0,guest.support.985,LOW,Exec,Finance,0.0,26.0,Active,0.0,0.0,0.0
,,,23,,,,,,,,,,,,6344.0,guest.support.997,LOW,Analyst,IT,0.0,3.0,Active,0.0,0.0,0.0
,,,74,,,,,,,,,,,,38587.0,manager.trading.262,HIGH,Analyst,Legal,1.0,10.0,Active,1.0,0.0,0.0
,,,94,,,,,,,,,,,,35934.0,cto.exec.117,CRITICAL,User,HR,1.0,24.0,Suspended,1.0,14.0,1.0
,,,45,,,,,,,,,,,,6032.0,analyst.ops.577,MEDIUM,Analyst,IT,0.0,1.0,Active,1.0,1.0,0.0
,,,15,,,,,,,,,,,,36954.0,intern.ops.706,LOW,Manager,Operations,0.0,9.0,Active,1.0,17.0,1.0
,,,93,,,,,,,,,,,,46885.0,cfo.exec.536,CRITICAL,Manager,IT,1.0,29.0,Active,1.0,8.0,0.0
,,,48,,,,,,,,,,,,234294.0,analyst.risk.278,MEDIUM,User,Finance,0.0,15.0,Active,1.0,0.0,0.0
,,,71,,,,,,,,,,,,442553.0,manager.security.103,HIGH,User,Legal,1.0,9.0,Active,0.0,16.0,0.0
,,,72,,,,,,,,,,,,27804.0,lead.risk.278,HIGH,Analyst,Finance,1.0,5.0,Suspended,0.0,1.0,0.0
,,,16,,,,,,,,,,,,160095.0,guest.ops.765,LOW,Analyst,IT,0.0,9.0,Active,1.0,8.0,0.0
,,,43,,,,,,,,,,,,161694.0,admin.ops.312,MEDIUM,Analyst,Finance,0.0,10.0,Active,1.0,2.0,0.0
,,,94,,,,,,,,,,,,59121.0,cfo.exec.83,CRITICAL,User,IT,1.0,13.0,Active,1.0,1.0,0.0
,,,44,,,,,,,,,,,,34441.0,analyst.risk.235,MEDIUM,User,Operations,0.0,4.0,Active,0.0,5.0,0.0
,,,49,,,,,,,,,,,,146516.0,admin.infra.584,MEDIUM,User,IT,0.0,12.0,Active,1.0,14.0,0.0
,,,40,,,,,,,,,,,,144282.0,analyst.risk.265,MEDIUM,Analyst,Legal,0.0,24.0,Active,1.0,1.0,1.0
,,,43,,,,,,,,,,,,220155.0,analyst.risk.347,MEDIUM,User,Finance,0.0,28.0,Active,0.0,2.0,0.0
,,,17,,,,,,,,,,,,166407.0,intern.ops.304,LOW,Manager,Finance,0.0,25.0,Active,1.0,0.0,0.0
,,,41,,,,,,,,,,,,316952.0,analyst.security.523,MEDIUM,Analyst,HR,0.0,25.0,Active,1.0,0.0,0.0
,,,18,,,,,,,,,,,,148941.0,user.ops.121,LOW,Analyst,IT,0.0,9.0,Active,1.0,2.0,0.0
,,,98,,,,,,,,,,,,6858.0,ceo.board.417,CRITICAL,User,HR,1.0,7.0,Active,1.0,1.0,0.0
,,,46,,,,,,,,,,,,195338.0,admin.security.407,MEDIUM,Exec,Finance,0.0,22.0,Active,0.0,0.0,1.0
,,,96,,,,,,,,,,,,10981.0,cto.board.381,CRITICAL,User,IT,1.0,12.0,Active,1.0,1.0,0.0
,,,71,,,,,,,,,,,,20532.0,manager.security.247,HIGH,User,IT,1.0,24.0,Active,1.0,9.0,0.0
,,,18,,,,,,,,,,,,95779.0,temp.support.963,LOW,Manager,Legal,0.0,0.0,Active,1.0,1.0,0.0
,,,18,,,,,,,,,,,,48781.0,guest.ops.111,LOW,User,IT,0.0,3.0,Active,0.0,0.0,0.0
,,,90,,,,,,,,,,,,80670.0,cto.exec.141,CRITICAL,Manager,Finance,1.0,22.0,Active,0.0,0.0,0.0
,,,99,,,,,,,,,,,,33095.0,ceo.board.77,CRITICAL,User,HR,1.0,0.0,Active,1.0,0.0,0.0
,,,22,,,,,,,,,,,,23174.0,guest.ops.873,LOW,User,IT,0.0,18.0,Active,0.0,0.0,0.0
,,,73,,,,,,,,,,,,36487.0,lead.tech.214,HIGH,Analyst,Finance,1.0,29.0,Active,1.0,1.0,0.0
,,,19,,,,,,,,,,,,79033.0,intern.ops.877,LOW,Analyst,IT,0.0,6.0,Active,0.0,1.0,0.0
,,,15,,,,,,,,,,,,66862.0,intern.ops.529,LOW,Manager,Operations,0.0,23.0,Active,0.0,0.0,0.0
,,,47,,,,,,,,,,,,435571.0,engineer.infra.694,MEDIUM,Manager,Finance,0.0,21.0,Active,0.0,0.0,0.0
,,,24,,,,,,,,,,,,6408.0,user.admin.756,LOW,Exec,IT,0.0,25.0,Active,1.0,1.0,0.0
,,,21,,,,,,,,,,,,722.0,user.admin.714,LOW,Analyst,Operations,0.0,10.0,Active,0.0,3.0,0.0
,,,49,,,,,,,,,,,,1381.0,admin.risk.361,MEDIUM,Analyst,Finance,0.0,21.0,Suspended,0.0,0.0,0.0
,,,48,,,,,,,,,,,,151588.0,engineer.ops.784,MEDIUM,Analyst,Finance,0.0,16.0,Active,0.0,0.0,0.0
,,,41,,,,,,,,,,,,146627.0,analyst.security.315,MEDIUM,Analyst,Operations,0.0,13.0,Suspended,1.0,0.0,0.0
,,,48,,,,,,,,,,,,221582.0,admin.risk.368,MEDIUM,Analyst,Finance,0.0,2.0,Active,1.0,2.0,0.0
,,,24,,,,,,,,,,,,6079.0,user.support.527,LOW,Analyst,Legal,0.0,9.0,Suspended,0.0,0.0,0.0
,,,48,,,,,,,,,,,,120579.0,analyst.risk.395,MEDIUM,Analyst,Finance,0.0,6.0,Inactive,0.0,23.0,1.0
,,,79,,,,,,,,,,,,2356.0,vp.tech.391,HIGH,Analyst,Operations,1.0,11.0,Active,1.0,1.0,0.0
,,,99,,,,,,,,,,,,211352.0,head_security.board.419,CRITICAL,Manager,Finance,1.0,29.0,Active,1.0,12.0,1.0
,,,46,,,,,,,,,,,,406730.0,analyst.ops.659,MEDIUM,Analyst,Finance,0.0,2.0,Active,1.0,0.0,1.0
,,,93,,,,,,,,,,,,143686.0,cto.board.268,CRITICAL,Analyst,Finance,1.0,4.0,Active,1.0,0.0,0.0
,,,40,,,,,,,,,,,,3678.0,specialist.ops.566,MEDIUM,Analyst,Finance,0.0,24.0,Suspended,1.0,0.0,0.0
,,,15,,,,,,,,,,,,251346.0,user.admin.531,LOW,Analyst,Finance,0.0,15.0,Active,1.0,14.0,0.0
