IncidentId,OrgId,IncidentGrade,nb_alerts,nb_evidences,top_alert_title,top_category,top_detector,mitre_techniques,first_seen,last_seen,sample_ip,sample_sha256,sample_device_id,sample_device,sample_account,os_family,max_suspicion,country,last_verdict,threat_family,os_version_sample,antispam_direction,action_grouped,top_action_granular,nb_categories,nb_detectors,nb_entity_types,nb_unique_ips,nb_unique_devices,nb_unique_accounts,has_ip,has_account,has_device,has_file,has_email,has_impacted_entity,nb_impacted_entities,has_registry_activity,has_oauth_app,has_url,has_cloud_resource,nb_action_types,incident_duration_minutes,hour_of_day,day_of_week,is_weekend,is_business_hours,is_after_midnight,alerts_per_min,nb_multi_entity_score,multi_entity,nb_mitre_techniques,max_suspicion_num,os_eol,is_outbound_spam
35298,2512,FalsePositive,33,37,0,InitialAccess,0,T1078;T1078.004|T1566,2024-06-05 23:12:58+00:00,2024-06-16 23:01:44+00:00,360606,138268,98799,153085,77816,5,Suspicious,242,Malicious,,66,Inbound,,,2,3,4,3,2,2,1,1,1,1,1,1,4,1,1,1,0,0,10080.0,23,2,0,0,0,0.0032734847733359787,3,1,2,0.0,0,0
35339,45,FalsePositive,32,37,5,InitialAccess,6,T1566|T1078;T1078.004|T1566.001,2024-06-03 17:11:57+00:00,2024-06-12 08:36:24+00:00,360606,138268,98799,153085,83,5,,242,NoThreatsFound,,66,Inbound,,,1,3,3,3,1,3,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,17,0,0,1,0,0.00317428826505307,2,1,3,0.0,0,0
35342,161,BenignPositive,23,35,9,InitialAccess,11,T1566|T1041|T1078;T1078.004,2024-06-03 20:21:40+00:00,2024-06-13 01:33:08+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,3,2,2,2,1,1,1,1,1,1,4,1,1,1,0,0,10080.0,20,0,0,0,0,0.0022815196905068944,3,1,3,0.0,0,0
35351,2570,FalsePositive,13,16,0,InitialAccess,0,T1078;T1078.004|T1566,2024-06-04 13:35:06+00:00,2024-06-17 04:09:12+00:00,206454,138268,98799,153085,453297,5,,75,NoThreatsFound,,66,Inbound,,,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,13,1,0,1,0,0.0012895546076778098,2,1,2,0.0,0,0
35368,1601,BenignPositive,38,44,7973,UnwantedSoftware,2557,T1078;T1078.004|T1110;T1110.003;T1110.001|T1566,2024-06-03 09:31:45+00:00,2024-06-14 23:28:40+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,4,4,4,3,2,4,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,9,0,0,1,0,0.0037694673147505207,3,1,3,0.0,0,0
35370,45,FalsePositive,36,42,5,InitialAccess,6,T1566,2024-06-03 13:59:59+00:00,2024-06-15 18:28:23+00:00,20475,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,1,3,4,3,1,3,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,13,0,0,1,0,0.003571074298184704,2,1,1,0.0,0,0
35375,208,BenignPositive,10,10,377,LateralMovement,369,T1570|T1078;T1078.004,2024-06-06 11:53:10+00:00,2024-06-14 06:03:42+00:00,360606,41,98799,153085,453297,5,,242,,,66,,,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,11,3,0,1,0,0.0009919650828290843,2,1,2,0.0,0,0
35389,278,BenignPositive,31,43,1,InitialAccess,1,T1566.002|T1078;T1078.004,2024-06-04 06:11:12+00:00,2024-06-14 05:18:33+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,2,3,5,2,1,3,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,6,1,0,0,0,0.0030750917567701616,2,1,2,0.0,0,0
35390,2498,FalsePositive,26,30,0,InitialAccess,0,T1078;T1078.004|T1566.002|T1110;T1110.003;T1110.001,2024-06-03 13:38:17+00:00,2024-06-15 03:09:56+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,3,3,3,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,13,0,0,1,0,0.0025791092153556196,2,1,3,0.0,0,0
35392,453,FalsePositive,44,45,6,InitialAccess,7,T1078;T1078.004,2024-06-03 23:47:32+00:00,2024-06-17 04:15:33+00:00,3416,138268,98799,153085,453297,5,Suspicious,0,Suspicious,,66,,,,3,4,4,2,2,4,1,1,1,1,1,1,4,1,1,1,0,0,10080.0,23,0,0,0,0,0.004364646364447972,3,1,1,0.0,0,0
35408,51,BenignPositive,27,30,26,Execution,39,T1559;T1106;T1059.005|T1566,2024-06-05 18:35:35+00:00,2024-06-14 09:02:34+00:00,360606,4,98799,153085,453297,5,,242,,,66,,,,2,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,18,2,0,1,0,0.0026783057236385278,3,1,2,0.0,0,0
35438,766,TruePositive,29,39,1,InitialAccess,1,T1566.002|T1566,2024-06-10 12:49:47+00:00,2024-06-11 12:34:03+00:00,360606,7970,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,1,2,3,1,1,4,1,1,1,1,1,1,4,1,1,1,0,0,1424.2666666666667,12,0,0,1,0,0.020347069554235465,1,0,2,0.0,0,0
35445,244,BenignPositive,30,48,1,InitialAccess,1,T1566.002,2024-06-14 04:45:25+00:00,2024-06-14 05:59:37+00:00,360606,182,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,1,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,74.2,4,4,0,0,1,0.39893617021276595,1,0,1,0.0,0,0
35448,18,FalsePositive,48,48,3231,Exfiltration,181,,2024-06-08 00:58:44+00:00,2024-06-08 09:16:00+00:00,1040,138268,98799,153085,453297,5,,242,,,66,,,,1,3,3,2,1,2,1,1,1,1,1,1,4,1,1,1,0,0,497.26666666666665,0,5,1,0,1,0.09633395772009634,2,1,0,0.0,0,0
35509,66,TruePositive,47,48,34,SuspiciousActivity,5,,2024-06-08 04:22:17+00:00,2024-06-08 14:02:55+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,3,2,1,2,1,1,1,1,1,1,5,1,1,1,0,0,580.6333333333333,4,5,1,0,1,0.08080692303283855,2,1,0,0.0,0,0
35515,326,TruePositive,38,48,1,InitialAccess,1,T1566.002|T1078;T1078.004|T1566|T1589;T1589.001,2024-06-03 10:27:54+00:00,2024-06-11 10:10:51+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Malicious,,66,Inbound,,,2,3,4,2,2,4,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,10,0,0,1,0,0.0037694673147505207,3,1,4,0.0,0,0
35540,409,TruePositive,30,37,1,InitialAccess,1,T1566.002|T1566|T1539,2024-06-03 05:42:19+00:00,2024-06-12 18:23:10+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,2,2,3,2,2,2,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,5,0,0,0,1,0.0029758952484872534,3,1,3,0.0,0,0
35620,2431,FalsePositive,22,28,2,CommandAndControl,2,T1078;T1078.004,2024-06-03 10:24:26+00:00,2024-06-14 00:15:14+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,3,3,3,2,3,3,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,10,0,0,1,0,0.002182323182223986,3,1,1,0.0,0,0
35633,1868,BenignPositive,24,33,397,InitialAccess,4021,T1078;T1078.004|T1566.002,2024-05-21 04:43:12+00:00,2024-06-10 10:45:54+00:00,360606,138268,98799,153085,317212,5,Suspicious,242,Suspicious,,66,Inbound,,,2,3,4,2,2,3,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,4,1,0,0,1,0.0023807161987898025,3,1,2,0.0,0,0
35644,107,TruePositive,41,43,11,InitialAccess,13,T1566,2024-06-06 00:13:51+00:00,2024-06-15 00:15:02+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,3,3,3,2,2,2,1,1,1,1,1,1,5,1,1,1,0,0,10080.0,0,3,0,0,1,0.004067056839599246,3,1,1,0.0,0,0
35654,133,BenignPositive,34,45,4,SuspiciousActivity,3,T1078;T1078.004|T1566.001|T1210|T1566.002,2024-06-05 00:04:00+00:00,2024-06-12 00:31:37+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,Inbound,,,3,5,6,2,3,4,1,1,1,1,1,1,4,1,1,1,0,0,10080.0,0,2,0,0,1,0.003372681281618887,3,1,4,0.0,0,0
35661,623,BenignPositive,43,47,1,InitialAccess,1,T1566.002|T1566|T1078;T1078.004|T1210,2024-06-04 01:52:48+00:00,2024-06-13 18:31:14+00:00,360606,138268,98799,153085,22380,5,,242,NoThreatsFound,,66,Inbound,,,3,5,4,2,2,4,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,1,1,0,0,1,0.004265449856165063,3,1,4,0.0,0,0
35662,442,TruePositive,29,45,1,InitialAccess,1,T1566.002|T1566,2024-06-03 05:48:19+00:00,2024-06-16 01:58:36+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,2,3,4,1,1,5,1,1,1,1,1,1,5,1,1,1,0,0,10080.0,5,0,0,0,1,0.002876698740204345,1,0,2,0.0,0,0
35664,0,TruePositive,43,47,6,InitialAccess,7,T1078;T1078.004,2024-06-04 05:22:59+00:00,2024-06-04 14:23:26+00:00,360606,138268,98799,153085,1641,5,,242,,,66,,,,1,2,3,5,1,3,1,1,1,1,1,1,4,1,1,1,0,0,540.45,5,1,0,0,1,0.07941638193739034,2,1,1,0.0,0,0
35675,133,BenignPositive,46,47,77,InitialAccess,100,T1078;T1078.004,2024-06-03 17:37:58+00:00,2024-06-15 23:40:07+00:00,360606,0,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,ContainAccount,change user password.,2,3,3,2,3,3,1,1,1,1,1,1,4,1,1,1,0,1,10080.0,17,0,0,1,0,0.004563039381013789,3,1,1,0.0,0,0
35685,2846,BenignPositive,27,30,1132,Discovery,87,T1047;T1518.001|T1566|T1068;T1134;T1134.001,2024-06-03 22:21:26+00:00,2024-06-14 16:37:42+00:00,360606,138268,98799,153085,453297,0,Suspicious,242,Suspicious,,0,Inbound,,,3,4,5,2,2,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,22,0,0,0,0,0.0026783057236385278,3,1,3,0.0,0,0
35701,1036,TruePositive,35,42,270,CredentialAccess,1464,T1566,2024-06-06 18:22:47+00:00,2024-06-12 07:32:04+00:00,360606,138268,98799,153085,82635,5,Suspicious,242,Suspicious,,66,,,,3,3,3,2,2,3,1,1,1,1,1,1,4,1,1,1,0,0,7989.283333333334,18,3,0,1,0,0.004380320263987301,3,1,1,0.0,0,0
35708,133,BenignPositive,36,46,4,SuspiciousActivity,3,T1566.001|T1566|T1078;T1078.004|T1485,2024-06-03 03:39:43+00:00,2024-06-15 23:50:57+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,Inbound,,,2,4,5,2,2,3,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,3,0,0,0,1,0.003571074298184704,3,1,4,0.0,0,0
35712,1676,TruePositive,47,47,0,InitialAccess,0,T1078;T1078.004|T1485,2024-06-03 22:00:39+00:00,2024-06-10 00:35:32+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,0,0,8794.883333333333,22,0,0,0,0,0.0053434087537162275,2,1,2,0.0,0,0
35714,49,TruePositive,31,35,4,SuspiciousActivity,3,,2024-06-05 07:07:43+00:00,2024-06-05 14:53:40+00:00,4008,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,4,3,2,2,1,1,1,1,1,1,3,1,1,1,0,0,465.95,7,2,0,0,0,0.06638826426812293,3,1,0,0.0,0,0
35716,436,BenignPositive,33,47,1,InitialAccess,1,T1566.002|T1110|T1485,2024-05-22 18:31:36+00:00,2024-06-12 08:01:55+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,NoThreatsFound,,66,Inbound,,,2,2,4,2,2,4,1,1,1,1,1,1,4,1,1,1,0,0,10080.0,18,2,0,1,0,0.0032734847733359787,3,1,3,0.0,0,0
35721,2554,FalsePositive,31,36,0,InitialAccess,0,T1078;T1078.004|T1110|T1059.001;T1059.005;T1059.007,2024-06-03 21:54:04+00:00,2024-06-13 23:57:42+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,3,4,4,3,2,4,1,1,1,1,1,1,4,1,1,1,0,0,10080.0,21,0,0,0,0,0.0030750917567701616,3,1,3,0.0,0,0
35737,1160,TruePositive,11,12,12,CredentialAccess,14,T1110;T1110.003;T1110.001|T1078;T1078.004,2024-06-03 12:56:44+00:00,2024-06-17 01:44:55+00:00,360606,138268,98799,153085,115340,5,Suspicious,242,Suspicious,,66,,,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,12,0,0,1,0,0.001091161591111993,1,0,2,0.0,0,0
35744,69,FalsePositive,13,13,0,InitialAccess,0,T1078;T1078.004,2024-06-04 10:05:52+00:00,2024-06-13 13:04:46+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,10,1,0,1,0,0.0012895546076778098,1,0,1,0.0,0,0
35746,131,BenignPositive,32,39,5,InitialAccess,6,T1566|T1078;T1078.004,2024-05-22 07:34:37+00:00,2024-06-17 02:59:37+00:00,360606,138268,98799,153085,26006,5,,242,NoThreatsFound,,66,Inbound,,,2,4,6,2,1,3,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,7,2,0,0,0,0.00317428826505307,2,1,2,0.0,0,0
35763,96,FalsePositive,17,47,18,Discovery,27,T1087;T1087.002,2024-06-03 06:57:08+00:00,2024-06-03 06:57:08+00:00,360606,138268,98799,153085,201162,5,,242,,,66,,,,1,1,2,1,1,7,1,1,1,1,1,1,7,1,1,1,0,0,0.0,6,0,0,0,0,17.0,1,0,1,0.0,0,0
35777,4600,FalsePositive,15,15,0,InitialAccess,0,T1078;T1078.004|T1204.002,2024-06-10 14:25:32+00:00,2024-06-15 17:13:09+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Malicious,Vigorf,66,,,,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,7367.616666666667,14,0,0,1,0,0.0020356602437816233,2,1,2,0.0,0,0
35788,826,BenignPositive,32,39,1,InitialAccess,1,T1566.002,2024-06-03 09:43:43+00:00,2024-06-07 13:18:39+00:00,360606,138268,98799,153085,48127,5,,242,Malicious,,66,Inbound,,,2,2,3,3,1,3,1,1,1,1,1,1,3,1,1,1,0,0,5974.933333333333,9,0,0,1,0,0.005354812079563583,2,1,1,0.0,0,0
35793,1711,BenignPositive,34,47,402,Discovery,391,T1087;T1069;T1482;T1087.002;T1069.002|T1566|T1110|T1485,2024-06-05 15:32:12+00:00,2024-06-14 15:36:26+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Malicious,Skeeyah,66,,,,3,3,4,2,2,3,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,15,2,0,1,0,0.003372681281618887,3,1,4,0.0,0,0
35806,31,BenignPositive,42,47,4441,Exfiltration,45,T1566,2024-06-07 09:17:16+00:00,2024-06-13 15:21:28+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,2,3,5,3,1,3,1,1,1,1,1,1,3,1,1,1,0,0,9004.2,9,4,0,1,0,0.0046639719273308755,2,1,1,0.0,0,0
35811,2308,FalsePositive,9,9,0,InitialAccess,0,T1078;T1078.004|T1110,2024-06-03 14:23:45+00:00,2024-06-12 13:13:07+00:00,360606,138268,98799,153085,379192,5,,242,,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,14,0,0,1,0,0.000892768574546176,2,1,2,0.0,0,0
35830,706,BenignPositive,44,47,2516,SuspiciousActivity,5,,2024-06-10 13:41:35+00:00,2024-06-14 05:00:21+00:00,23122,138268,98799,153085,453297,5,,242,,,66,,,,3,2,4,2,2,2,1,1,1,1,1,1,7,1,1,1,1,0,5238.766666666666,13,0,0,1,0,0.00839732049137048,3,1,0,0.0,0,0
35834,573,FalsePositive,35,47,0,InitialAccess,0,T1078;T1078.004|T1566.002|T1046,2024-06-04 17:56:12+00:00,2024-06-12 21:15:21+00:00,360606,138268,98799,153085,277160,5,Suspicious,242,Suspicious,CVE-2017-11882,66,Inbound,,,4,4,5,2,2,2,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,17,1,0,1,0,0.0034718777899017954,3,1,3,0.0,0,0
35844,141,BenignPositive,18,23,93,Execution,115,T1566|T1048;T1048.003,2024-06-11 16:00:20+00:00,2024-06-15 14:40:01+00:00,360606,138268,98799,153085,760,5,,242,NoThreatsFound,,66,Inbound,,,2,2,4,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,5679.683333333333,16,1,0,1,0,0.0031686328816075532,2,1,2,0.0,0,0
35845,1315,BenignPositive,30,35,1,InitialAccess,1,T1566.002|T1078;T1078.004|T1048;T1048.003|T1566,2024-06-03 13:42:48+00:00,2024-06-15 12:19:23+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,3,4,4,1,1,3,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,13,0,0,1,0,0.0029758952484872534,1,0,4,0.0,0,0
35854,256,FalsePositive,32,34,2,CommandAndControl,2,T1078;T1078.004|T1087;T1069;T1482;T1087.002;T1069.002,2024-06-03 07:13:57+00:00,2024-06-13 20:37:55+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,ContainAccount,update stsrefreshtokenvalidfrom timestamp.,3,3,4,2,2,3,1,1,1,1,1,1,3,1,1,1,0,1,10080.0,7,0,0,0,0,0.00317428826505307,3,1,2,0.0,0,0
35859,29,BenignPositive,21,47,78,CredentialAccess,101,,2024-06-07 04:52:12+00:00,2024-06-13 19:09:44+00:00,360606,138268,98799,153085,23572,5,,242,,,66,,,,2,2,3,1,1,6,1,1,1,1,1,1,6,1,1,1,0,0,9497.533333333333,4,4,0,0,1,0.002210867642723789,1,0,0,0.0,0,0
35864,57,BenignPositive,41,44,14704,Exfiltration,46,,2024-06-04 18:34:33+00:00,2024-06-13 15:53:16+00:00,360606,30770,98799,153085,453297,5,,242,,,66,,,,2,2,4,3,1,3,1,1,1,1,1,1,4,1,1,1,0,0,10080.0,18,1,0,1,0,0.004067056839599246,2,1,0,0.0,0,0
35884,43,BenignPositive,28,47,1,InitialAccess,1,T1566.002|T1078;T1078.004,2024-06-12 12:31:45+00:00,2024-06-16 15:31:20+00:00,360606,138268,98799,153085,4868,5,,242,Malicious,,66,Inbound,,,2,3,4,2,1,3,1,1,1,1,1,1,3,1,1,1,0,0,5939.583333333333,12,2,0,1,0,0.0047133418435338845,2,1,2,0.0,0,0
35889,81,BenignPositive,14,15,2,CommandAndControl,2,T1078;T1078.004,2024-06-03 13:51:32+00:00,2024-06-12 16:30:34+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,3,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,13,0,0,1,0,0.0013887511159607182,2,1,1,0.0,0,0
35894,332,BenignPositive,28,37,292,InitialAccess,382,T1078|T1078;T1078.004,2024-06-07 04:20:24+00:00,2024-06-13 04:27:59+00:00,360606,138268,98799,153085,75049,5,,242,,,66,,,,2,3,3,3,1,5,1,1,1,1,1,1,5,1,1,1,0,0,8647.583333333334,4,4,0,0,1,0.00323752445005444,2,1,2,0.0,0,0
35918,3011,FalsePositive,24,27,1546,InitialAccess,916,T1566.001|T1566,2024-06-10 00:29:38+00:00,2024-06-13 17:07:09+00:00,360606,138268,98799,153085,453297,0,Suspicious,242,Suspicious,,0,Inbound,,,1,3,4,2,2,3,1,1,1,1,1,1,2,1,1,1,0,0,5317.516666666666,0,0,0,0,1,0.0045125363901589105,3,1,2,0.0,0,0
35942,451,BenignPositive,30,34,8,InitialAccess,10,T1566.001|T1499|T1078;T1078.004,2024-06-03 08:49:11+00:00,2024-06-17 02:13:45+00:00,360606,39078,98799,153085,453297,5,Suspicious,242,Suspicious,Phonzy,66,Inbound,,,4,4,5,2,2,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,8,0,0,1,0,0.0029758952484872534,3,1,3,0.0,0,0
35945,83,BenignPositive,4,4,4184,Exfiltration,461,,2024-06-11 22:12:17+00:00,2024-06-11 22:12:17+00:00,360606,138268,98799,153085,8649,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,22,1,0,0,0,4.0,0,0,0,0.0,0,0
35946,978,BenignPositive,29,33,5,InitialAccess,6,T1566|T1078;T1078.004,2024-06-04 19:02:47+00:00,2024-06-16 23:07:40+00:00,97,138268,98799,153085,453297,5,Suspicious,242,NoThreatsFound,,66,Intraorg,,,3,4,5,4,3,3,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,19,1,0,0,0,0.002876698740204345,3,1,2,0.0,0,0
35960,729,BenignPositive,22,23,8,InitialAccess,10,T1566.001,2024-06-05 10:29:30+00:00,2024-06-11 14:32:24+00:00,360606,138268,98799,153085,69141,5,Suspicious,242,NoThreatsFound,,66,Inbound,ContainAccount,update stsrefreshtokenvalidfrom timestamp.,3,3,3,1,2,3,1,1,1,1,1,1,3,1,1,1,0,1,8882.9,10,2,0,1,0,0.00247638987381668,2,1,1,0.0,0,0
35978,3,BenignPositive,41,47,148,SuspiciousActivity,3,,2024-06-10 14:36:04+00:00,2024-06-10 23:55:52+00:00,9,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,4,3,3,2,1,1,1,1,1,1,2,1,1,1,0,0,559.8,14,0,0,1,0,0.07310984308131242,3,1,0,0.0,0,0
35991,113,TruePositive,2,2,60,InitialAccess,82,,2024-06-10 17:13:31+00:00,2024-06-10 17:13:31+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,17,0,0,1,0,2.0,0,0,0,0.0,0,0
35996,350,BenignPositive,10,17,1,InitialAccess,1,T1566.002,2024-06-07 17:56:54+00:00,2024-06-07 17:56:54+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,1,1,3,1,1,3,1,1,1,1,1,1,3,1,1,1,0,0,0.0,17,4,0,1,0,10.0,1,0,1,0.0,0,0
35997,914,FalsePositive,39,43,1,InitialAccess,1,T1566.002|T1078;T1078.004|T1566|T1078.004,2024-06-04 08:13:45+00:00,2024-06-14 07:21:33+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Intraorg,,,3,4,5,2,1,3,1,1,1,1,1,1,3,1,1,1,1,0,10080.0,8,1,0,1,0,0.0038686638230334292,2,1,4,0.0,0,0
35999,1996,TruePositive,29,39,1,InitialAccess,1,T1566.002|T1078;T1078.004,2024-05-27 14:32:31+00:00,2024-06-14 12:42:05+00:00,360606,138268,98799,153085,47220,5,,242,NoThreatsFound,,66,Inbound,,,2,2,4,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,14,0,0,1,0,0.002876698740204345,2,1,2,0.0,0,0
36007,417,TruePositive,30,39,1,InitialAccess,1,T1566.002|T1078;T1078.004,2024-06-03 15:48:16+00:00,2024-06-09 22:31:54+00:00,360606,138268,98799,153085,2964,5,Suspicious,242,Suspicious,,66,Inbound,,,2,3,4,2,2,3,1,1,1,1,1,1,4,1,1,1,1,0,9043.633333333333,15,0,0,1,0,0.0033168840454191988,3,1,2,0.0,0,0
36024,341,BenignPositive,35,47,1,InitialAccess,1,T1566.002|T1078;T1078.004|T1003;T1012;T1552.002,2024-06-04 17:02:37+00:00,2024-06-14 23:16:10+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Malicious,,66,Inbound,,,2,3,4,3,2,3,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,17,1,0,1,0,0.0034718777899017954,3,1,3,0.0,0,0
36030,17,FalsePositive,37,47,9492,Exfiltration,20,,2024-06-05 10:55:54+00:00,2024-06-05 19:27:20+00:00,360606,138268,98799,153085,4171,5,,242,,,66,,,,1,1,4,3,1,3,1,1,1,1,1,1,4,1,1,1,0,0,511.43333333333334,10,2,0,1,0,0.07220451440837831,2,1,0,0.0,0,0
36033,79,FalsePositive,29,34,8,InitialAccess,10,T1003;T1012;T1552.002|T1566.001|T1566|T1078;T1078.004|T1595,2024-06-04 19:46:21+00:00,2024-06-13 01:37:45+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,Inbound,,,2,3,3,2,2,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,19,1,0,0,0,0.002876698740204345,3,1,5,0.0,0,0
36036,114,FalsePositive,33,36,4,SuspiciousActivity,3,T1566|T1595|T1078;T1078.004|T1003;T1012;T1552.002|T1110;T1078|T1098;T1114,2024-06-03 16:59:59+00:00,2024-06-14 16:21:22+00:00,360606,138268,98799,153085,85855,5,Suspicious,242,Suspicious,Phish,66,,,,3,4,4,3,2,4,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,16,0,0,1,0,0.0032734847733359787,3,1,6,0.0,0,0
36041,515,BenignPositive,26,32,17,InitialAccess,25,T1566|T1078;T1078.004,2024-06-03 14:03:28+00:00,2024-06-14 20:02:27+00:00,360606,138268,98799,153085,49206,5,Suspicious,242,NoThreatsFound,,66,Inbound,ContainAccount,account password changed,2,3,5,3,2,3,1,1,1,1,1,1,3,1,1,1,0,1,10080.0,14,0,0,1,0,0.0025791092153556196,3,1,2,0.0,0,0
36043,515,TruePositive,27,32,40,CredentialAccess,56,T1566|T1003;T1012;T1552.002|T1595|T1078;T1078.004,2024-06-07 02:16:31+00:00,2024-06-14 17:58:01+00:00,360606,89150,98799,153085,453297,5,Suspicious,242,Suspicious,,66,Inbound,ContainAccount,update stsrefreshtokenvalidfrom timestamp.,2,5,5,2,2,3,1,1,1,1,1,1,3,1,1,1,0,1,10080.0,2,4,0,0,1,0.0026783057236385278,3,1,4,0.0,0,0
36049,53,BenignPositive,41,44,30,Execution,47,T1566.002|T1036;T1055;T1055.012;T1569.002|T1059.001|T1078;T1078.004|T1055;T1055.001;T1055.002;T1055.003;T1055.004;T1055.012;T1059.001;T1106|T1056;T1056.001,2024-06-05 20:32:50+00:00,2024-06-15 15:36:53+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Malicious,,66,Inbound,,,3,4,4,2,3,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,20,2,0,0,0,0.004067056839599246,3,1,6,0.0,0,0
36054,971,FalsePositive,11,11,0,InitialAccess,0,T1078;T1078.004,2024-06-05 11:10:24+00:00,2024-06-14 17:39:49+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,11,2,0,1,0,0.001091161591111993,2,1,1,0.0,0,0
36055,4312,FalsePositive,36,45,1160,SuspiciousActivity,5,T1566.002|T1003;T1012;T1552.002|T1078;T1078.004|T1566|T1595,2024-06-05 15:38:29+00:00,2024-06-13 18:44:29+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,NoThreatsFound,,66,Inbound,,,3,4,5,3,2,3,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,15,2,0,1,0,0.003571074298184704,3,1,5,0.0,0,0
