sha256,sandbox_verdict,malware_score,network_connections,dropped_files,registry_modifications,process_injections,c2_beaconing,evasion_detected,persistence_mechanism,lateral_movement_attempt,privilege_escalation,dns_requests_count,analysis_duration_s
47342,Clean,5,2,0,0,0,0,0,0,0,0,18,159
150,Clean,8,0,0,0,0,0,0,0,0,0,16,262
4382,Suspicious,29,27,0,7,0,0,0,0,0,0,35,64
23019,Suspicious,21,8,0,6,0,0,0,0,0,0,6,139
417,Clean,7,0,0,0,0,0,1,0,0,0,10,138
18963,Suspicious,28,7,0,10,0,0,0,0,0,0,34,90
40809,Suspicious,22,29,0,11,0,0,0,0,0,0,45,81
9257,Suspicious,39,14,0,7,0,0,0,0,0,0,14,283
60,Suspicious,36,29,0,9,0,0,0,0,0,0,27,73
3799,Clean,12,1,0,0,0,0,0,0,0,0,10,96
7989,Suspicious,40,26,0,1,0,0,0,0,0,0,55,126
28421,Malicious,81,20,1,3,0,1,0,1,1,0,368,201
2118,Malicious,48,19,4,13,0,1,0,0,0,0,18,237
103550,Malicious,63,25,2,2,1,1,1,1,1,0,194,255
20992,Malicious,44,26,5,3,0,1,0,0,0,0,12,172
55433,Suspicious,33,13,0,4,0,0,0,0,0,1,73,223
123272,Suspicious,29,7,0,4,0,0,0,0,0,0,73,282
25163,Suspicious,31,11,0,7,0,0,0,0,0,0,45,107
9502,Clean,9,0,0,0,0,0,0,0,0,0,13,216
9,Suspicious,39,11,0,11,0,0,0,0,0,0,67,83
714,Malicious,69,18,5,3,0,0,0,1,0,0,19,282
2713,Suspicious,32,25,0,10,0,0,0,0,0,0,66,91
65427,Suspicious,27,16,0,4,0,0,0,0,0,0,20,127
21598,Clean,19,0,0,0,0,0,0,0,0,0,14,79
8866,Clean,3,2,0,0,0,0,0,0,0,0,8,186
1553,Malicious,88,15,2,6,0,1,0,0,1,1,175,154
106272,Malicious,73,26,1,9,1,0,0,1,1,1,432,150
15005,Clean,16,2,0,0,0,0,0,0,0,0,1,208
75851,Malicious,57,28,4,11,1,0,1,1,0,1,156,110
991,Malicious,50,10,5,7,0,0,0,0,0,0,19,83
12918,Suspicious,21,10,0,8,0,0,0,0,0,0,68,124
1017,Clean,6,1,0,0,0,0,0,0,0,0,6,77
11619,Suspicious,34,12,0,1,0,0,0,0,0,0,38,187
621,Clean,0,1,0,0,0,0,0,0,0,0,19,140
4843,Clean,8,0,0,0,0,0,0,0,0,0,4,119
18373,Clean,10,1,0,0,0,0,0,0,0,0,13,168
4396,Clean,12,2,0,0,0,0,0,0,0,0,3,153
3540,Malicious,53,20,2,3,0,1,0,1,0,0,19,100
51,Clean,0,0,0,0,0,0,0,0,0,0,11,230
537,Suspicious,27,14,0,10,0,0,0,0,0,0,53,202
23178,Clean,5,2,0,0,0,0,0,0,0,0,13,124
3110,Clean,0,1,0,0,0,0,0,0,0,0,15,74
569,Malicious,54,23,5,2,0,1,1,1,1,0,135,162
50249,Suspicious,33,6,0,1,0,0,1,0,0,0,47,246
47369,Suspicious,36,6,0,4,0,0,0,0,0,0,10,258
4066,Clean,13,0,0,0,0,0,0,0,0,0,5,140
128829,Suspicious,31,17,0,5,0,0,0,0,0,0,5,71
1564,Suspicious,28,8,0,14,0,0,0,0,0,0,10,286
431,Clean,19,0,0,0,0,0,0,0,0,0,2,105
13356,Malicious,64,22,3,14,0,1,1,0,0,0,128,90
53,Suspicious,29,23,0,4,0,0,0,1,0,0,70,255
11841,Suspicious,39,8,0,13,0,0,0,1,0,0,41,94
9304,Malicious,74,17,4,4,1,1,1,1,1,0,114,215
38264,Clean,1,2,0,0,0,0,0,0,0,0,6,255
250,Clean,6,0,0,0,0,0,0,0,0,1,18,75
45473,Suspicious,39,24,0,14,0,0,0,0,0,0,77,201
43380,Clean,14,0,0,0,0,0,0,0,0,1,16,77
1940,Clean,6,0,0,0,0,0,0,0,0,0,6,93
18036,Malicious,50,17,1,7,1,1,0,0,0,0,6,147
3991,Suspicious,25,11,0,5,0,0,0,0,0,0,12,232
70988,Suspicious,29,8,0,2,0,0,0,0,0,0,29,271
146,Clean,4,0,0,0,0,0,0,0,0,0,11,293
25538,Clean,13,2,0,0,0,0,0,0,0,1,5,81
6099,Malicious,54,8,4,5,1,1,0,0,0,0,2,77
1059,Clean,20,0,0,0,0,0,0,0,0,0,6,285
215,Malicious,90,18,5,3,0,1,0,0,0,0,481,176
183,Suspicious,28,7,0,3,0,0,0,0,0,0,12,105
6987,Clean,13,1,0,0,0,0,0,0,0,0,2,171
260,Clean,15,0,0,0,0,0,0,0,0,0,7,291
2338,Malicious,42,28,3,5,1,0,0,0,0,1,2,80
4572,Malicious,47,13,1,2,0,1,1,1,1,0,14,284
66333,Malicious,57,7,1,2,1,1,0,0,0,0,17,293
143,Malicious,53,28,3,2,0,1,0,0,0,0,8,263
4125,Clean,18,1,0,0,0,0,0,0,1,0,9,104
14429,Clean,4,0,0,0,0,0,0,0,0,0,7,141
28542,Suspicious,35,21,0,12,0,0,0,0,0,0,38,250
56482,Clean,8,0,0,0,0,0,0,0,0,0,10,274
101121,Suspicious,22,28,0,7,0,0,0,0,0,0,7,195
3945,Malicious,73,26,3,2,1,0,0,1,1,0,355,135
112919,Malicious,58,5,5,12,1,1,0,1,0,0,287,234
4110,Suspicious,23,5,0,5,0,0,1,0,0,0,36,93
1607,Suspicious,34,29,0,8,0,0,0,0,0,0,69,285
36934,Suspicious,22,11,0,14,0,0,0,0,0,0,75,215
9610,Clean,0,0,0,0,0,0,0,0,0,0,0,226
316,Malicious,70,27,1,13,0,1,0,1,0,0,274,148
112668,Malicious,94,18,3,8,1,1,0,1,0,1,163,73
1291,Malicious,43,26,3,5,0,1,0,0,0,0,5,143
25306,Suspicious,26,15,0,12,0,0,0,0,0,0,16,234
2833,Clean,11,0,0,0,0,0,0,0,0,0,11,194
122062,Malicious,50,11,4,3,1,1,0,0,1,0,6,84
35040,Clean,19,2,0,0,0,0,0,0,0,0,17,257
37938,Suspicious,35,29,0,9,0,0,0,0,1,1,16,247
85,Clean,19,1,0,0,0,0,0,0,1,0,5,173
62900,Clean,7,0,0,0,0,0,1,0,0,0,15,208
2346,Suspicious,35,16,0,12,0,0,0,0,0,0,42,192
30728,Suspicious,37,27,0,3,0,0,0,0,0,0,37,283
52476,Malicious,43,19,3,10,0,0,0,0,0,0,18,133
34,Clean,3,2,0,0,0,0,0,0,0,1,14,265
30676,Clean,0,2,0,0,0,0,0,0,0,0,14,141
23668,Suspicious,34,20,0,10,0,0,0,1,0,1,34,292
1016,Suspicious,27,16,0,4,0,0,0,0,0,0,58,184
169,Suspicious,28,27,0,11,0,0,0,0,0,0,76,279
48,Malicious,42,20,5,12,1,1,0,0,0,0,12,86
33624,Clean,5,1,0,0,0,0,0,0,0,0,19,176
1906,Clean,20,0,0,0,0,0,1,0,0,0,0,250
10193,Suspicious,23,27,0,11,0,0,0,0,0,0,30,190
37989,Clean,5,1,0,0,0,0,0,0,0,0,8,293
3733,Suspicious,36,12,0,5,0,0,0,0,0,0,79,95
75,Malicious,43,17,4,6,0,1,0,0,0,0,10,183
64,Malicious,61,26,1,7,0,1,0,1,0,0,403,103
131,Clean,6,1,0,0,0,0,0,0,0,0,15,152
870,Suspicious,38,24,0,9,0,0,0,0,0,0,8,250
28312,Malicious,78,14,1,7,0,1,1,0,0,0,496,166
32994,Malicious,66,16,5,8,0,0,1,0,1,1,411,268
109879,Malicious,82,10,3,14,1,1,1,1,1,0,494,119
488,Malicious,81,17,4,1,0,0,1,1,0,1,160,273
91171,Suspicious,25,20,0,4,0,0,0,0,0,0,43,126
73069,Malicious,43,27,2,10,0,1,0,0,0,0,15,108
117124,Clean,11,0,0,0,0,0,0,0,0,0,2,74
211,Malicious,56,11,4,1,0,1,0,1,0,0,340,165
3882,Clean,5,1,0,0,0,0,0,0,0,0,1,266
22023,Clean,14,0,0,0,0,0,0,0,0,0,15,269
57,Malicious,69,10,2,13,0,0,1,1,0,1,87,278
92671,Malicious,62,14,1,9,1,0,0,0,0,0,19,237
709,Clean,9,2,0,0,0,0,0,0,0,0,5,197
16682,Clean,17,1,0,0,0,0,0,0,0,0,19,234
26001,Suspicious,36,20,0,9,0,0,0,0,0,0,41,144
44351,Malicious,50,10,4,14,1,1,1,0,0,0,7,161
1138,Malicious,70,19,5,10,1,1,1,1,0,1,239,218
689,Suspicious,27,9,0,11,0,0,0,0,0,0,29,289
2599,Suspicious,33,15,0,12,0,0,0,0,0,0,79,254
106,Malicious,51,8,3,11,0,0,0,0,0,0,18,256
8766,Clean,5,2,0,0,0,0,0,0,0,0,4,167
123953,Malicious,88,16,4,14,1,1,0,1,0,1,308,250
2622,Suspicious,37,22,0,3,0,0,0,0,0,0,13,120
4784,Suspicious,25,17,0,11,0,0,0,0,0,0,60,168
566,Suspicious,26,11,0,1,0,0,0,0,0,0,26,282
21102,Suspicious,25,11,0,12,0,0,0,0,0,0,28,74
33432,Clean,11,1,0,0,0,0,0,0,0,0,5,217
3857,Malicious,50,13,3,7,1,0,0,0,0,0,18,229
1438,Clean,0,0,0,0,0,0,0,0,0,0,8,145
38013,Clean,18,1,0,0,0,0,0,0,0,0,10,227
36810,Malicious,95,19,1,10,0,0,1,1,1,1,95,214
130317,Clean,2,1,0,0,0,0,0,1,0,0,8,102
2380,Malicious,42,28,2,12,0,1,1,0,0,0,12,270
44603,Suspicious,25,6,0,4,0,0,1,1,0,0,47,94
40156,Clean,7,1,0,0,0,0,0,0,0,0,13,67
14544,Malicious,44,28,4,9,1,0,0,0,0,0,16,248
37297,Malicious,48,29,1,11,1,0,0,0,0,0,8,250
21642,Suspicious,37,17,0,6,0,0,0,0,0,0,71,235
46525,Suspicious,39,11,0,14,0,0,0,0,0,0,42,148
83377,Suspicious,29,15,0,10,0,0,0,0,0,0,15,229
89,Clean,17,1,0,0,0,0,0,0,1,0,0,112
333,Clean,0,2,0,0,0,0,0,0,0,0,18,172
12834,Clean,13,2,0,0,0,0,0,0,0,0,11,214
22242,Suspicious,31,13,0,11,0,0,1,0,1,0,35,185
1060,Malicious,80,19,5,2,0,1,0,1,0,1,461,263
110953,Clean,14,2,0,0,0,0,0,0,0,0,16,287
490,Clean,14,1,0,0,0,0,0,0,0,0,12,94
15571,Malicious,75,21,1,12,0,1,0,0,0,1,277,226
118,Clean,7,1,0,0,0,0,0,0,0,0,16,155
18860,Clean,2,1,0,0,0,0,0,0,0,0,15,177
126282,Clean,5,0,0,0,0,0,0,0,0,0,4,194
101,Suspicious,28,18,0,12,0,0,0,0,0,0,53,200
136975,Malicious,71,13,2,10,1,1,0,1,0,1,251,146
25042,Suspicious,29,10,0,13,0,0,0,0,0,0,10,137
6129,Malicious,56,13,5,9,0,1,1,0,1,0,144,286
46194,Malicious,67,14,2,5,1,0,0,0,0,1,76,297
70997,Clean,0,0,0,0,0,0,0,0,0,0,5,163
39728,Malicious,62,9,3,2,1,1,1,0,1,0,372,216
1153,Clean,10,0,0,0,0,0,0,0,0,0,2,199
48353,Clean,18,1,0,0,0,0,0,0,0,0,2,75
6395,Suspicious,24,26,0,5,0,0,0,0,0,0,79,61
8,Clean,1,0,0,0,0,0,1,0,0,0,4,103
42380,Clean,1,1,0,0,0,0,0,0,0,0,6,196
66204,Clean,11,0,0,0,0,0,0,0,0,0,3,123
138128,Suspicious,37,18,0,10,0,0,0,0,0,0,23,120
5119,Malicious,77,9,3,5,0,0,0,1,0,1,491,120
1513,Suspicious,28,14,0,8,0,0,0,0,0,0,76,103
12209,Malicious,46,21,2,12,1,0,0,1,1,1,209,263
46847,Clean,19,1,0,0,0,0,0,0,0,0,15,185
317,Clean,8,1,0,0,0,0,0,0,0,0,5,287
52548,Clean,1,2,0,0,0,0,0,0,0,0,6,104
15500,Malicious,63,23,4,11,0,1,0,0,0,0,5,98
12387,Clean,13,0,0,0,0,0,0,0,0,0,17,244
69940,Clean,3,2,0,0,0,0,0,0,0,0,7,157
93,Clean,19,1,0,0,0,0,0,0,0,0,3,140
4002,Clean,18,0,0,0,0,0,0,0,0,0,5,189
121088,Suspicious,40,24,0,9,0,0,0,1,1,1,60,260
1130,Suspicious,30,20,0,5,0,0,0,0,0,0,16,224
97584,Malicious,72,12,2,13,1,0,0,1,0,0,261,72
21741,Clean,0,2,0,0,0,0,0,0,0,0,14,244
683,Malicious,44,26,5,5,1,0,0,0,0,0,7,191
742,Malicious,52,6,3,12,0,0,0,0,0,0,15,175
958,Clean,18,1,0,0,0,0,0,0,0,0,2,142
57214,Malicious,73,20,2,1,1,1,0,0,0,0,0,186
52973,Suspicious,35,15,0,2,0,0,0,0,0,0,63,159
44550,Malicious,47,19,1,1,0,1,1,1,0,0,372,223
52306,Suspicious,26,12,0,6,0,0,0,0,0,0,38,99
2177,Clean,18,1,0,0,0,0,0,1,0,0,12,170
21959,Suspicious,36,24,0,2,0,0,0,0,0,0,58,193
20847,Clean,0,2,0,0,0,0,0,0,0,0,3,245
43061,Malicious,45,21,1,13,1,1,0,0,0,0,2,92
88,Malicious,61,11,5,8,1,0,0,0,0,0,18,221
10050,Suspicious,30,7,0,9,0,0,0,0,0,0,18,66
48817,Clean,8,2,0,0,0,0,0,0,0,0,14,108
2155,Malicious,71,19,1,3,0,1,0,0,0,0,11,105
56074,Clean,16,1,0,0,0,0,0,0,1,0,19,96
28,Clean,2,1,0,0,0,0,0,0,0,0,19,158
12199,Malicious,85,22,1,8,1,0,0,1,0,0,165,101
13145,Clean,12,1,0,0,0,0,0,0,0,0,2,170
187,Suspicious,28,29,0,3,0,0,0,0,0,1,43,204
11086,Clean,7,0,0,0,0,0,0,0,0,0,16,263
12340,Malicious,41,11,3,14,0,1,0,1,0,0,18,182
32206,Suspicious,32,18,0,12,0,0,0,0,0,0,66,66
3628,Clean,19,0,0,0,0,0,0,0,0,0,15,110
676,Clean,5,2,0,0,0,0,0,0,0,0,11,292
49545,Suspicious,35,28,0,3,0,0,0,0,0,0,5,276
3548,Clean,7,0,0,0,0,0,0,0,0,0,18,75
874,Clean,16,1,0,0,0,0,0,0,0,0,4,101
51240,Suspicious,28,9,0,14,0,0,0,0,0,0,49,136
213,Malicious,48,24,5,1,0,0,1,0,0,0,7,210
2089,Clean,6,2,0,0,0,0,0,0,1,0,8,255
78372,Clean,12,0,0,0,0,0,0,0,0,0,15,208
9375,Clean,19,2,0,0,0,0,0,0,0,0,0,150
518,Malicious,67,26,3,1,1,1,0,1,0,1,428,261
11711,Clean,6,0,0,0,0,0,0,0,0,0,0,223
1565,Suspicious,27,16,0,13,0,0,0,0,0,0,47,234
22580,Malicious,50,19,1,7,0,0,0,1,1,0,283,274
6242,Clean,11,1,0,0,0,0,0,0,0,0,15,283
47,Malicious,50,24,3,7,1,1,0,0,0,0,13,95
114529,Suspicious,26,9,0,6,0,0,0,0,0,0,20,233
87166,Malicious,68,13,2,4,1,0,1,0,1,0,399,182
6463,Clean,19,1,0,0,0,0,0,0,0,0,18,108
72031,Suspicious,22,15,0,9,0,0,0,0,0,0,46,103
58,Malicious,69,23,3,1,1,1,0,1,0,0,400,277
17856,Suspicious,35,17,0,6,0,0,0,0,0,0,49,215
1853,Malicious,81,28,3,14,1,1,0,1,1,0,73,63
330,Clean,0,1,0,0,0,0,0,0,0,0,7,121
90317,Malicious,48,29,2,12,0,1,1,1,1,1,220,276
29406,Clean,10,0,0,0,0,0,0,0,0,0,6,143
91502,Clean,12,1,0,0,0,0,0,0,0,0,6,86
16793,Clean,0,0,0,0,0,0,0,0,0,0,14,91
95438,Malicious,44,10,2,10,0,1,0,0,0,0,429,95
14814,Clean,0,2,0,0,0,0,0,0,0,0,4,219
5607,Clean,7,2,0,0,0,0,0,0,0,0,3,116
2240,Clean,7,1,0,0,0,0,0,0,0,0,18,86
2175,Clean,17,1,0,0,0,0,0,0,0,0,13,170
9344,Clean,6,0,0,0,0,0,0,0,0,0,12,138
59893,Malicious,62,26,5,3,1,1,1,1,0,0,399,299
52932,Clean,6,2,0,0,0,0,0,0,0,0,1,167
61189,Clean,0,1,0,0,0,0,0,0,0,0,0,155
9083,Clean,19,1,0,0,0,0,0,0,0,0,15,246
73060,Clean,19,1,0,0,0,0,0,0,0,0,10,163
29,Clean,20,1,0,0,0,0,0,0,0,0,10,290
31,Suspicious,37,29,0,10,0,0,0,0,0,0,63,261
37245,Malicious,58,26,3,8,1,0,0,0,0,0,4,180
77827,Malicious,79,5,3,14,1,1,0,1,0,1,134,185
6375,Malicious,47,10,1,7,1,0,0,0,0,0,5,223
1111,Suspicious,28,5,0,6,0,0,0,0,0,0,34,228
20309,Suspicious,34,9,0,8,0,0,0,0,0,0,12,218
131438,Malicious,57,12,1,13,1,1,0,1,0,0,10,164
42248,Suspicious,23,19,0,2,0,0,0,0,0,0,68,223
141,Clean,8,1,0,0,0,0,0,0,0,0,13,244
5780,Clean,17,0,0,0,0,0,0,0,0,0,17,269
44192,Clean,13,2,0,0,0,0,0,0,0,0,9,164
1986,Malicious,45,28,4,14,0,0,0,0,0,0,6,238
51522,Malicious,41,8,5,7,0,1,0,0,0,0,6,132
41344,Clean,9,1,0,0,0,0,0,0,0,0,11,214
36723,Suspicious,23,17,0,2,0,0,0,0,0,0,43,212
36,Malicious,47,14,2,3,1,1,0,0,0,0,12,167
419,Suspicious,36,9,0,14,0,0,0,1,0,0,17,113
75539,Clean,19,0,0,0,0,0,0,1,0,1,6,197
14407,Suspicious,29,10,0,12,0,0,0,0,0,0,79,192
48773,Malicious,50,15,5,2,0,1,0,0,0,0,16,85
17243,Suspicious,36,19,0,2,0,0,0,0,0,0,37,158
31310,Suspicious,22,8,0,7,0,0,0,0,0,0,56,133
40937,Clean,12,0,0,0,0,0,1,0,0,0,0,158
3646,Malicious,56,13,4,5,0,1,0,0,0,1,2,236
24274,Malicious,79,16,4,4,0,0,1,1,0,0,52,163
79789,Malicious,72,27,4,7,1,1,0,1,0,0,229,294
934,Suspicious,31,15,0,7,0,0,0,0,0,0,42,100
54649,Clean,5,2,0,0,0,0,0,0,0,0,8,165
54081,Clean,6,1,0,0,0,0,0,0,0,0,11,95
1567,Suspicious,35,6,0,11,0,0,0,0,0,0,62,140
2330,Suspicious,21,12,0,6,0,0,0,0,0,0,17,279
2136,Suspicious,29,22,0,3,0,0,0,0,0,0,61,71
14997,Suspicious,33,24,0,6,0,0,0,0,0,0,39,128
39757,Suspicious,21,26,0,13,0,0,0,1,0,0,34,86
61509,Clean,17,2,0,0,0,0,0,0,0,0,16,110
92978,Malicious,51,13,3,13,0,1,1,0,1,0,295,180
510,Suspicious,33,10,0,8,0,0,0,0,0,0,60,230
109893,Suspicious,35,5,0,12,0,0,0,0,1,0,76,77
9881,Clean,13,0,0,0,0,0,0,0,0,0,11,216
175,Malicious,55,9,2,10,1,0,0,1,0,0,498,239
3410,Suspicious,25,12,0,4,0,0,0,1,0,0,42,103
1020,Suspicious,24,15,0,3,0,0,0,0,0,0,47,110
69780,Clean,20,1,0,0,0,0,1,0,0,0,1,235
189,Malicious,52,26,3,6,1,1,0,0,0,0,11,285
50,Clean,11,2,0,0,0,0,0,0,0,0,7,167
349,Malicious,44,25,1,14,0,0,0,0,0,0,5,159
71551,Suspicious,26,13,0,10,0,0,0,0,0,0,18,258
3952,Clean,17,2,0,0,0,0,0,1,0,0,0,165
158,Suspicious,26,19,0,2,0,0,0,0,0,0,36,88
5744,Malicious,70,6,5,5,1,0,0,0,0,0,13,90
400,Suspicious,38,17,0,2,0,0,0,0,1,0,65,272
23189,Malicious,52,12,2,4,1,0,0,0,0,0,11,143
900,Malicious,70,12,3,12,0,1,1,0,0,0,245,113
1921,Clean,6,1,0,0,0,0,0,0,0,0,7,228
24235,Malicious,66,21,5,5,1,1,0,0,0,0,17,114
27595,Suspicious,22,17,0,9,0,0,0,0,0,0,79,273
1168,Malicious,97,26,1,10,0,0,0,1,1,1,447,183
46283,Malicious,51,5,2,13,1,0,0,0,0,0,2,285
140,Suspicious,39,14,0,10,0,0,0,0,0,0,79,98
34232,Clean,16,0,0,0,0,0,0,0,0,0,16,217
246,Clean,13,1,0,0,0,0,0,0,0,0,9,249
57156,Suspicious,40,23,0,14,0,0,1,0,1,1,70,211
80786,Suspicious,25,29,0,14,0,0,0,0,0,0,52,187
653,Suspicious,38,22,0,9,0,0,0,0,0,0,54,114
71338,Suspicious,30,10,0,7,0,0,0,0,0,0,75,266
127300,Clean,11,0,0,0,0,0,0,0,0,0,14,75
60785,Clean,16,0,0,0,0,0,0,0,1,0,9,136
33813,Suspicious,27,12,0,10,0,0,1,0,0,0,17,269
11601,Malicious,92,25,2,13,0,1,0,1,0,1,395,216
1947,Clean,15,1,0,0,0,0,0,0,0,0,6,105
3642,Malicious,46,22,3,5,0,1,0,0,1,0,5,280
120,Suspicious,24,18,0,10,0,0,0,0,0,0,17,122
905,Malicious,60,22,4,12,1,1,1,1,0,0,395,228
79285,Malicious,56,12,5,8,1,0,0,0,0,0,1,290
73865,Clean,20,0,0,0,0,0,0,0,0,0,8,212
8070,Clean,7,0,0,0,0,0,0,0,0,0,10,86
92358,Suspicious,32,10,0,3,0,0,0,1,0,0,5,148
48982,Clean,20,0,0,0,0,0,0,0,0,0,17,96
5017,Suspicious,35,10,0,12,0,0,0,0,0,0,49,259
564,Clean,0,1,0,0,0,0,0,0,0,0,9,245
90611,Suspicious,29,29,0,9,0,0,0,0,0,0,14,181
6309,Malicious,51,10,5,4,0,1,0,0,0,0,1,183
115866,Clean,20,1,0,0,0,0,0,0,0,0,4,286
3014,Clean,14,0,0,0,0,0,0,0,0,0,10,143
21322,Malicious,80,6,5,14,1,0,0,1,0,0,211,296
108699,Suspicious,26,25,0,5,0,0,0,0,0,0,36,168
129492,Clean,15,1,0,0,0,0,0,0,0,0,7,258
37900,Suspicious,25,20,0,11,0,0,0,0,0,1,70,258
40849,Suspicious,40,25,0,5,0,0,0,0,0,0,56,101
587,Malicious,84,28,1,9,0,1,0,0,0,1,61,157
60441,Clean,6,2,0,0,0,0,0,0,0,0,10,192
129739,Clean,0,2,0,0,0,0,0,0,0,0,10,103
66441,Malicious,80,29,3,8,1,1,1,1,0,0,184,73
82453,Clean,8,2,0,0,0,0,0,0,0,0,14,122
100498,Clean,5,2,0,0,0,0,0,0,0,0,6,126
49944,Malicious,78,6,2,1,1,1,0,1,0,1,95,134
136093,Suspicious,31,26,0,6,0,0,0,0,0,0,39,206
88254,Malicious,77,27,2,9,0,0,0,1,0,1,341,231
10800,Suspicious,39,5,0,1,0,0,1,1,1,1,50,181
115459,Clean,17,2,0,0,0,0,0,0,0,1,4,141
1821,Suspicious,31,12,0,9,0,0,0,1,0,0,9,238
27556,Clean,0,0,0,0,0,0,0,0,0,0,12,293
1377,Suspicious,34,11,0,10,0,0,0,0,0,0,79,101
1259,Clean,8,0,0,0,0,0,0,0,0,1,19,140
12419,Clean,16,0,0,0,0,0,0,1,0,0,18,291
6370,Clean,0,0,0,0,0,0,0,0,0,0,12,140
40283,Clean,11,1,0,0,0,0,0,0,0,0,5,84
127164,Clean,0,0,0,0,0,0,0,0,0,1,7,81
54720,Clean,13,2,0,0,0,0,0,0,0,0,4,230
1773,Suspicious,28,19,0,4,0,0,0,0,0,0,52,93
3203,Suspicious,26,21,0,1,0,0,0,0,0,0,69,182
40205,Clean,18,0,0,0,0,0,0,0,0,0,13,153
2611,Clean,20,1,0,0,0,0,0,0,0,0,5,161
96786,Suspicious,31,8,0,13,0,0,0,0,0,0,35,272
94194,Suspicious,32,27,0,2,0,0,0,1,0,0,14,177
134204,Suspicious,23,14,0,14,0,0,0,0,0,0,35,241
29686,Malicious,81,28,2,5,0,1,0,0,1,0,392,287
2679,Suspicious,27,17,0,9,0,0,0,0,0,0,19,237
87,Suspicious,32,29,0,9,0,0,0,0,0,0,29,127
87955,Suspicious,23,6,0,9,0,0,0,0,0,0,79,240
29680,Suspicious,28,19,0,5,0,0,0,1,0,0,59,290
15745,Clean,14,0,0,0,0,0,0,0,0,0,3,213
1053,Suspicious,24,15,0,11,0,0,0,0,0,0,7,138
56680,Malicious,42,8,3,3,0,0,1,0,0,1,205,244
12038,Suspicious,29,16,0,3,0,0,0,0,0,0,37,157
3444,Clean,10,0,0,0,0,0,0,0,0,0,7,126
15507,Clean,2,0,0,0,0,0,0,0,0,0,16,150
16305,Clean,3,1,0,0,0,0,0,0,0,0,1,279
13601,Clean,0,2,0,0,0,0,0,0,0,0,5,210
13678,Suspicious,24,5,0,2,0,0,0,0,0,0,49,263
15606,Clean,8,1,0,0,0,0,0,0,0,0,2,248
16765,Clean,6,0,0,0,0,0,0,0,0,0,16,202
38279,Clean,0,0,0,0,0,0,0,0,0,0,11,111
25375,Clean,6,0,0,0,0,0,0,0,0,0,19,125
14075,Clean,19,0,0,0,0,0,0,0,0,0,4,283
14122,Clean,12,1,0,0,0,0,0,0,0,0,2,208
15024,Clean,8,1,0,0,0,0,0,0,0,0,8,223
15018,Malicious,62,23,3,5,1,1,0,0,0,0,7,180
16041,Clean,9,2,0,0,0,0,0,0,0,0,16,234
13405,Clean,0,1,0,0,0,0,0,0,0,0,0,295
16223,Clean,18,0,0,0,0,0,0,0,1,0,7,215
15570,Clean,0,1,0,0,0,0,0,0,0,0,0,62
15954,Clean,18,1,0,0,0,0,0,0,0,0,8,259
13924,Clean,0,2,0,0,0,0,0,0,0,0,7,98
5849,Clean,14,1,0,0,0,0,0,0,0,0,16,144
15964,Clean,4,2,0,0,0,0,0,0,1,0,10,274
13126,Clean,3,1,0,0,0,0,0,0,0,0,3,106
13685,Clean,20,2,0,0,0,0,0,0,0,0,15,130
15894,Clean,18,2,0,0,0,0,0,0,0,0,1,83
16177,Clean,15,2,0,0,0,0,0,0,0,0,18,73
13039,Clean,10,2,0,0,0,0,0,0,0,0,2,66
16388,Clean,0,2,0,0,0,0,1,0,0,0,5,245
16761,Clean,0,2,0,0,0,0,0,0,0,0,17,219
14966,Clean,3,2,0,0,0,0,0,0,0,0,18,134
13369,Clean,9,1,0,0,0,0,0,0,0,0,6,87
15000,Clean,11,1,0,0,0,0,0,0,0,0,9,269
13540,Clean,13,2,0,0,0,0,0,0,0,0,15,138
15533,Clean,9,0,0,0,0,0,0,0,0,0,8,208
15943,Clean,0,0,0,0,0,0,0,0,0,0,11,127
15445,Clean,11,2,0,0,0,0,0,0,0,0,17,235
14355,Clean,10,1,0,0,0,0,0,0,0,0,6,240
15687,Clean,13,2,0,0,0,0,0,0,0,1,1,219
14860,Clean,10,0,0,0,0,0,0,0,0,0,10,293
16739,Clean,14,0,0,0,0,0,0,0,0,0,19,139
13989,Clean,5,1,0,0,0,0,0,0,0,0,7,139
13063,Clean,16,0,0,0,0,0,0,0,0,0,12,124
16790,Clean,0,2,0,0,0,0,0,0,0,0,3,106
14296,Clean,2,2,0,0,0,0,0,0,0,0,6,263
14823,Clean,10,2,0,0,0,0,0,0,0,0,6,240
15017,Clean,12,2,0,0,0,0,0,0,0,0,14,167
14662,Clean,11,1,0,0,0,0,0,0,0,0,19,162
13964,Clean,13,1,0,0,0,0,0,0,1,0,4,222
16689,Clean,0,1,0,0,0,0,0,0,0,0,18,76
13455,Clean,3,0,0,0,0,0,0,0,0,0,1,174
3691,Clean,11,2,0,0,0,0,0,0,0,0,11,128
66,Suspicious,24,25,0,14,0,0,0,0,0,0,11,205
8260,Suspicious,27,20,0,13,0,0,0,0,0,0,17,62
9570,Suspicious,38,12,0,4,0,0,0,0,0,0,53,161
113472,Clean,0,2,0,0,0,0,0,0,0,0,8,183
63767,Malicious,85,8,4,9,1,0,0,1,0,1,168,248
2766,Malicious,64,9,5,13,1,1,1,1,1,0,176,105
5890,Suspicious,30,8,0,2,0,0,0,0,0,0,32,247
10033,Clean,15,0,0,0,0,0,0,1,0,0,14,110
