IncidentId,OrgId,IncidentGrade,first_seen,last_seen,nb_alerts,nb_evidences,nb_categories,top_category,mitre_techniques,nb_detectors,top_detector,top_alert_title,nb_entity_types,has_ip,has_file,has_account,has_device,has_email,sample_ip,sample_sha256,sample_filename,sample_device,sample_account,country,max_suspicion,os_family,threat_family,last_verdict,incident_duration_minutes,hour_of_day,day_of_week,is_weekend,is_business_hours
19426,794,BenignPositive,2024-06-08 17:10:53+00:00,2024-06-13 04:09:58+00:00,3,24,3,CredentialAccess,T1003;T1003.002;T1003.004;T1012;T1021;T1090.001;T1112;T1489;T1543.003;T1559;T1569.002|T1566.002|T1078;T1098,3,315,314,11,1,1,1,1,1,360606,138268,289573,153085,9620,242,Suspicious,5,,Suspicious,6419,17,5,1,1
19468,700,FalsePositive,2024-06-04 02:05:29+00:00,2024-06-07 00:22:49+00:00,5,17,3,SuspiciousActivity,,3,5,371,8,1,1,1,1,1,360606,138268,209311,153085,453297,242,Suspicious,5,,Suspicious,4217,2,1,0,0
19488,150,TruePositive,2024-06-05 05:27:21+00:00,2024-06-11 17:14:41+00:00,5,23,4,InitialAccess,T1566.001|T1110;T1110.003;T1110.001,5,10,8,9,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,Conduit,NoThreatsFound,9347,5,2,0,0
19523,186,BenignPositive,2024-06-03 03:53:55+00:00,2024-06-12 19:15:24+00:00,12,52,2,Exfiltration,T1566,2,440,3366,7,1,1,1,1,1,360606,138268,289573,1045,453297,242,Unknown,5,,NoThreatsFound,13881,3,0,0,0
19550,3528,BenignPositive,2024-05-18 01:00:53+00:00,2024-06-12 19:47:32+00:00,9,26,2,SuspiciousActivity,T1078;T1078.004,3,5,49,5,1,1,1,1,1,45259,138268,289573,153085,453297,242,Unknown,5,,Unknown,37126,1,5,1,0
19595,130,TruePositive,2024-06-13 17:57:34+00:00,2024-06-13 17:57:34+00:00,1,10,1,InitialAccess,T1566,1,28,19,6,1,1,1,1,1,360606,138268,289573,153085,125362,242,Unknown,5,,NoThreatsFound,0,17,3,0,1
19649,365,FalsePositive,2024-06-03 21:46:27+00:00,2024-06-13 13:18:26+00:00,11,53,3,InitialAccess,,5,5,62,6,1,1,1,1,1,360606,138268,289573,153085,49059,242,Unknown,5,,Unknown,13891,21,0,0,0
19730,796,FalsePositive,2024-06-02 08:36:06+00:00,2024-06-08 16:23:09+00:00,4,71,3,CredentialAccess,T1110;T1110.001;T1110.003|T1566|T1566.001,4,91,68,8,1,1,1,1,1,360606,138268,289573,153085,27021,242,Unknown,5,,Malicious,9107,8,6,1,1
19734,30,FalsePositive,2024-06-11 15:06:57+00:00,2024-06-11 15:06:57+00:00,1,75,1,Exfiltration,,1,170,6689,3,1,1,1,1,1,360606,138268,25150,153085,453297,242,Unknown,5,,Unknown,0,15,1,0,1
19735,30,FalsePositive,2024-06-16 09:25:28+00:00,2024-06-16 09:25:28+00:00,1,75,1,Exfiltration,,1,37,374,3,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,9,6,1,1
19786,6,BenignPositive,2024-06-05 12:41:02+00:00,2024-06-13 03:33:18+00:00,14,75,1,SuspiciousActivity,,1,3,4,5,1,1,1,1,1,14112,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,10972,12,2,0,1
19843,158,FalsePositive,2024-06-04 10:43:15+00:00,2024-06-09 01:05:52+00:00,9,75,2,InitialAccess,T1566,2,11,9,5,1,1,1,1,1,360606,138268,289573,153085,188614,242,Unknown,5,,Unknown,6622,10,1,0,1
19876,97,TruePositive,2024-06-13 08:05:01+00:00,2024-06-13 16:53:54+00:00,5,71,1,InitialAccess,T1566.002,1,1,1,6,1,1,1,1,1,360606,138268,289573,153085,97874,242,Unknown,5,,Malicious,528,8,3,0,1
19881,26,BenignPositive,2024-06-08 02:45:59+00:00,2024-06-08 14:01:48+00:00,15,74,5,Execution,T1047;T1057|T1204.002;T1547.009;T1566.001|T1059.001;T1547.001|T1059.001|T1136;T1136.001,8,114,92,6,1,1,1,1,1,360606,347,13,153085,453297,242,Suspicious,5,,Suspicious,675,2,5,1,0
19893,19,TruePositive,2024-06-07 15:17:45+00:00,2024-06-11 16:00:06+00:00,3,67,2,CommandAndControl,T1046;T1071;T1210|T1566.002,3,92,29,9,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,5802,15,4,0,1
19898,125,BenignPositive,2024-06-03 04:41:44+00:00,2024-06-08 23:20:45+00:00,4,74,3,Exfiltration,,3,313,3738,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,8319,4,0,0,0
19908,1295,TruePositive,2024-06-03 23:09:36+00:00,2024-06-06 05:19:32+00:00,3,11,3,CommandAndControl,,3,2,2,8,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,3249,23,0,0,0
19912,1359,FalsePositive,2024-06-05 15:15:52+00:00,2024-06-14 01:53:37+00:00,6,30,3,InitialAccess,T1566|T1566.002,4,1,1,10,1,1,1,1,1,360606,138268,289573,153085,73693,242,Suspicious,5,,Suspicious,12157,15,2,0,1
19931,245,TruePositive,2024-06-04 19:02:14+00:00,2024-06-13 14:47:26+00:00,7,28,2,SuspiciousActivity,T1566,3,81,16052,9,1,1,1,1,1,360606,138268,289573,2106,453297,242,Suspicious,5,,Suspicious,12705,19,1,0,0
19935,233,TruePositive,2024-06-07 03:15:07+00:00,2024-06-07 12:15:44+00:00,4,72,1,Exfiltration,,1,254,2629,4,1,1,1,1,1,360606,138268,289573,153085,14565,242,Unknown,5,,Unknown,540,3,4,0,0
19973,280,TruePositive,2024-06-04 02:08:01+00:00,2024-06-14 01:02:54+00:00,8,45,3,InitialAccess,T1566|T1078,4,6,5,7,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,14334,2,1,0,0
19974,43,BenignPositive,2024-06-09 01:19:33+00:00,2024-06-09 01:19:33+00:00,1,72,1,Persistence,T1078;T1098,1,503,529,1,1,1,1,1,1,346157,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,1,6,1,0
20001,2,BenignPositive,2024-06-07 06:25:01+00:00,2024-06-07 06:25:01+00:00,1,65,1,Exfiltration,,1,42,27,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,6,4,0,0
20011,173,TruePositive,2024-06-03 16:05:27+00:00,2024-06-15 22:27:33+00:00,10,47,3,InitialAccess,T1078;T1078.004|T1566|T1087;T1069;T1482;T1087.002;T1069.002,6,6,5,10,1,1,1,1,1,360606,3,1,153085,453297,242,Suspicious,5,,Suspicious,17662,16,0,0,1
20020,2,BenignPositive,2024-06-11 17:56:51+00:00,2024-06-15 04:33:44+00:00,2,74,1,Exfiltration,,2,15,13,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,4956,17,1,0,1
20033,327,BenignPositive,2024-06-06 14:16:39+00:00,2024-06-14 13:11:32+00:00,2,13,1,InitialAccess,T1566.002,2,1,1,6,1,1,1,1,1,360606,138268,289573,153085,25389,242,Unknown,5,,NoThreatsFound,11454,14,3,0,1
20072,14,BenignPositive,2024-06-03 06:45:58+00:00,2024-06-13 10:06:28+00:00,4,74,2,CredentialAccess,T1110|T1003;T1012;T1552.002|T1190;T1133|T1078;T1078.004,4,342,349,8,1,1,1,1,1,360606,138268,289573,7662,453297,242,Suspicious,5,,Suspicious,14600,6,0,0,0
20080,248,BenignPositive,2024-05-21 10:55:01+00:00,2024-06-12 17:49:18+00:00,6,71,3,InitialAccess,T1189;T1071;T1203|T1566.001|T1566,6,149,125,9,1,1,1,1,1,360606,138268,110381,153085,453297,242,Unknown,5,,Malicious,32094,10,1,0,1
20089,30,FalsePositive,2024-06-14 16:29:25+00:00,2024-06-14 16:29:25+00:00,1,74,1,Exfiltration,,1,37,6744,3,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,16,4,0,1
20101,687,BenignPositive,2024-06-07 09:28:16+00:00,2024-06-14 00:21:13+00:00,4,63,2,InitialAccess,T1566|T1566.002|T1110,3,1,1,7,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Malicious,9532,9,4,0,1
20103,860,FalsePositive,2024-06-03 10:52:22+00:00,2024-06-14 09:54:52+00:00,9,62,4,InitialAccess,T1566|T1078;T1136;T1087,4,6,5,10,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,NoThreatsFound,15782,10,0,0,1
20105,162,BenignPositive,2024-05-30 19:52:37+00:00,2024-06-13 11:24:21+00:00,2,50,1,InitialAccess,T1566,2,229,204,8,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,19651,19,3,0,0
20146,211,FalsePositive,2024-06-03 15:48:15+00:00,2024-06-16 21:03:29+00:00,7,39,4,InitialAccess,T1566|T1562;T1562.001;T1562.006|T1078;T1078.004|T1048;T1639;T1646,6,6,5,11,1,1,1,1,1,360606,138268,289573,153085,64883,242,Suspicious,5,,Suspicious,19035,15,0,0,1
20214,220,FalsePositive,2024-06-10 14:02:12+00:00,2024-06-17 01:41:17+00:00,2,8,2,Exfiltration,,2,178,65630,6,1,1,1,1,1,360606,138268,208401,153085,453297,242,Unknown,5,,Unknown,9339,14,0,0,1
20226,26,BenignPositive,2024-05-20 18:51:41+00:00,2024-06-15 10:47:14+00:00,9,73,5,CredentialAccess,T1566.001,6,335,2600,7,1,1,1,1,1,360606,3079,7005,153085,453297,242,Suspicious,5,Basta,Malicious,36955,18,0,0,1
20254,232,BenignPositive,2024-06-03 15:06:53+00:00,2024-06-13 19:08:04+00:00,7,73,3,InitialAccess,T1566.002,3,1,1,7,1,1,1,1,1,360606,138268,289573,153085,12852,242,Unknown,5,,Malicious,14641,15,0,0,1
20261,261,BenignPositive,2024-06-07 15:32:38+00:00,2024-06-13 17:14:19+00:00,3,73,2,Exfiltration,,3,183,154,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,8741,15,4,0,1
20284,77,BenignPositive,2024-06-05 09:10:36+00:00,2024-06-05 19:37:53+00:00,3,62,2,Exfiltration,T1566.002,2,45,1146,8,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Malicious,627,9,2,0,1
20289,471,BenignPositive,2024-06-10 01:08:25+00:00,2024-06-13 08:34:17+00:00,5,20,2,SuspiciousActivity,,4,3,4,6,1,1,1,1,1,360606,0,0,153085,453297,242,Suspicious,5,,Suspicious,4765,1,0,0,0
20313,421,BenignPositive,2024-06-03 12:49:19+00:00,2024-06-14 19:50:02+00:00,6,57,3,CredentialAccess,T1078;T1078.004,5,310,308,8,1,1,1,1,1,4296,138268,289573,153085,453297,242,Unknown,5,,Unknown,16260,12,0,0,1
20334,2,BenignPositive,2024-06-06 07:26:15+00:00,2024-06-07 15:14:17+00:00,2,73,1,Exfiltration,,2,15,13,4,1,1,1,1,1,360606,138268,289573,153085,12,242,Unknown,5,,Unknown,1908,7,3,0,0
20345,2,BenignPositive,2024-06-07 16:21:27+00:00,2024-06-11 08:38:18+00:00,2,73,1,Exfiltration,,2,15,13,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,5296,16,4,0,1
20375,3,BenignPositive,2024-06-14 10:49:07+00:00,2024-06-14 19:50:12+00:00,12,73,2,SuspiciousActivity,,2,3,4,5,1,1,1,1,1,360606,138268,289573,153085,17878,242,Suspicious,5,,Suspicious,541,10,4,0,1
20398,108,BenignPositive,2024-06-04 00:19:33+00:00,2024-06-08 20:45:45+00:00,4,69,1,InitialAccess,T1566.002|T1078;T1078.004,2,1,1,7,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,6986,0,1,0,0
20413,319,TruePositive,2024-06-07 12:57:22+00:00,2024-06-13 18:29:48+00:00,9,73,5,DefenseEvasion,T1564;T1564.008|T1078;T1078.004|T1550;T1550.001|T1110;T1110.003|T1213.002,8,519,428,8,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,8972,12,4,0,1
20418,316,BenignPositive,2024-06-10 20:19:17+00:00,2024-06-12 21:55:43+00:00,6,56,1,InitialAccess,T1566.001,2,10,8,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Malicious,2976,20,0,0,0
20426,567,FalsePositive,2024-06-03 19:44:02+00:00,2024-06-17 03:42:56+00:00,17,68,3,InitialAccess,T1078;T1078.004|T1566.002|T1071;T1048,7,0,0,10,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Malicious,19198,19,0,0,0
20427,428,BenignPositive,2024-06-04 12:46:59+00:00,2024-06-10 16:38:20+00:00,4,31,1,InitialAccess,T1566.002|T1078;T1078.004|T1566,3,6,5,8,1,1,1,1,1,360606,138268,289573,153085,56374,242,Unknown,5,,Malicious,8871,12,1,0,1
20525,231,TruePositive,2024-06-04 00:55:55+00:00,2024-06-13 18:30:29+00:00,8,70,2,InitialAccess,T1566.002|T1078;T1078.004,4,1,1,9,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Malicious,14014,0,1,0,0
20527,297,BenignPositive,2024-06-03 13:33:14+00:00,2024-06-08 20:01:27+00:00,11,70,2,SuspiciousActivity,,2,3,4,5,1,1,1,1,1,360606,138268,289573,150286,453297,242,Suspicious,0,,Suspicious,7588,13,0,0,1
20541,186,FalsePositive,2024-06-06 16:48:13+00:00,2024-06-10 08:23:32+00:00,3,15,2,Exfiltration,,2,364,3541,5,1,1,1,1,1,360606,6331,7365,153085,453297,242,Unknown,5,,Unknown,5255,16,3,0,1
20599,216,TruePositive,2024-06-07 19:29:13+00:00,2024-06-14 16:02:11+00:00,7,72,3,InitialAccess,T1566.002|T1531,4,1,1,7,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,9872,19,4,0,0
20618,70,BenignPositive,2024-06-11 17:05:39+00:00,2024-06-13 16:39:43+00:00,2,13,1,InitialAccess,T1566|T1078;T1078.004,2,13,11,8,1,1,1,1,1,360606,86,92,153085,453297,242,Unknown,5,,Malicious,2854,17,1,0,1
20625,437,BenignPositive,2024-06-04 13:25:21+00:00,2024-06-13 17:10:52+00:00,14,72,2,CommandAndControl,,2,2,2,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,13185,13,1,0,1
20630,33,BenignPositive,2024-05-23 16:22:00+00:00,2024-06-04 03:24:44+00:00,2,52,2,Impact,,2,131,113,6,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,16502,16,3,0,1
20661,256,FalsePositive,2024-06-05 00:23:55+00:00,2024-06-11 16:03:18+00:00,12,69,4,CommandAndControl,T1078;T1078.004|T1566,7,2,2,12,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,9579,0,2,0,0
20663,1246,FalsePositive,2024-06-13 23:43:33+00:00,2024-06-13 23:43:33+00:00,1,4,1,InitialAccess,,1,19,15,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,23,3,0,0
20690,2,BenignPositive,2024-06-03 13:06:31+00:00,2024-06-03 13:06:31+00:00,1,72,1,Exfiltration,,1,42,27,4,1,1,1,1,1,360606,138268,289573,153085,59517,242,Unknown,5,,Unknown,0,13,0,0,1
20695,284,FalsePositive,2024-06-16 07:54:06+00:00,2024-06-16 07:54:06+00:00,1,4,1,InitialAccess,T1078;T1078.004,1,0,0,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,7,6,1,0
20741,3,BenignPositive,2024-06-11 07:05:26+00:00,2024-06-11 17:02:40+00:00,13,72,2,CommandAndControl,,2,2,2,5,1,1,1,1,1,360606,138268,289573,10586,453297,242,Suspicious,5,,Suspicious,597,7,1,0,0
20789,300,BenignPositive,2024-06-13 15:37:20+00:00,2024-06-13 23:39:48+00:00,20,72,1,SuspiciousActivity,,1,354,3814,4,1,1,1,1,1,360606,138268,289573,73044,453297,242,Unknown,5,,Unknown,482,15,3,0,1
20830,195,TruePositive,2024-06-03 09:46:38+00:00,2024-06-12 18:19:56+00:00,16,62,3,InitialAccess,T1078;T1078.004|T1566|T1110;T1110.003|T1539,7,0,0,8,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,13473,9,0,0,1
20851,205,BenignPositive,2024-06-03 20:49:55+00:00,2024-06-16 20:26:43+00:00,10,72,2,InitialAccess,T1566|T1190,5,2,2,8,1,1,1,1,1,360606,138268,289573,153085,171095,242,Suspicious,5,,Suspicious,18696,20,0,0,0
20920,932,FalsePositive,2024-06-05 16:09:21+00:00,2024-06-13 15:50:21+00:00,11,61,3,InitialAccess,T1566|T1566.002|T1489,7,6,5,9,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,11501,16,2,0,1
20926,11,FalsePositive,2024-06-04 11:10:44+00:00,2024-06-04 11:10:44+00:00,1,4,1,InitialAccess,T1078;T1078.004,1,0,0,4,1,1,1,1,1,28220,138268,289573,153085,453297,2,Unknown,5,,Unknown,0,11,1,0,1
20934,186,FalsePositive,2024-06-09 20:35:41+00:00,2024-06-10 17:43:59+00:00,15,68,1,Exfiltration,,2,357,6897,4,1,1,1,1,1,360606,5028,5321,153085,453297,242,Unknown,5,,Unknown,1268,20,6,1,0
20942,3463,FalsePositive,2024-06-03 19:08:42+00:00,2024-06-08 19:56:23+00:00,24,54,3,CredentialAccess,T1078;T1078.004|T1566,7,1735,3881,9,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,7247,19,0,0,0
20970,228,BenignPositive,2024-06-03 15:04:57+00:00,2024-06-14 01:33:00+00:00,5,17,2,CommandAndControl,T1566,4,2,2,6,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,15028,15,0,0,1
20976,1288,TruePositive,2024-06-03 09:37:57+00:00,2024-06-15 16:29:38+00:00,3,37,1,InitialAccess,T1566.002|T1566,2,1,1,6,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Malicious,17691,9,0,0,1
20993,525,TruePositive,2024-06-03 07:02:32+00:00,2024-06-13 08:36:45+00:00,8,71,2,InitialAccess,T1566.002|T1566,3,1,1,8,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,NoThreatsFound,14494,7,0,0,0
21002,49,TruePositive,2024-06-07 11:35:18+00:00,2024-06-13 19:17:02+00:00,13,57,5,SuspiciousActivity,,5,3,4,6,1,1,1,1,1,2805,138268,289573,153085,453297,242,Suspicious,5,DomaIQ,Suspicious,9101,11,4,0,1
21014,306,FalsePositive,2024-06-02 14:19:53+00:00,2024-06-12 23:29:16+00:00,4,11,4,CredentialAccess,T1110|T1087;T1087.002|T1485,4,192,162,4,1,1,1,1,1,360606,138268,289573,27,453297,242,Unknown,5,,Unknown,14949,14,6,1,1
21015,33,BenignPositive,2024-06-03 03:54:21+00:00,2024-06-03 07:43:16+00:00,2,61,1,InitialAccess,T1566.002,1,1,1,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,228,3,0,0,0
21031,573,FalsePositive,2024-06-06 23:16:06+00:00,2024-06-12 14:30:36+00:00,3,18,2,Execution,T1078;T1078.004,2,115,93,7,1,1,1,1,1,360606,138268,289573,153085,447647,242,Unknown,5,,Unknown,8114,23,3,0,0
21053,421,BenignPositive,2024-06-08 00:45:12+00:00,2024-06-13 13:37:05+00:00,6,58,3,InitialAccess,T1566.002|T1566.001|T1078;T1078.004|T1098,6,1,1,12,1,1,1,1,1,39052,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,7971,0,5,1,0
21084,2,BenignPositive,2024-06-10 16:53:06+00:00,2024-06-10 16:53:06+00:00,1,69,1,Exfiltration,,1,15,13,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,16,0,0,1
21089,2,BenignPositive,2024-06-12 04:59:04+00:00,2024-06-12 04:59:04+00:00,1,66,1,Exfiltration,,1,18,14,4,1,1,1,1,1,360606,138268,39282,153085,453297,242,Unknown,5,,Unknown,0,4,2,0,0
21091,2,BenignPositive,2024-06-10 14:47:07+00:00,2024-06-13 23:09:58+00:00,2,71,1,Exfiltration,,2,42,27,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,4822,14,0,0,1
21192,195,TruePositive,2024-06-03 16:56:57+00:00,2024-06-04 14:26:46+00:00,23,71,1,InitialAccess,T1078;T1078.004,3,0,0,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,1289,16,0,0,1
21243,45,BenignPositive,2024-06-03 03:10:38+00:00,2024-06-16 13:28:11+00:00,16,66,3,Exfiltration,T1566,4,1283,3102,8,1,1,1,1,1,10034,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,19337,3,0,0,0
21259,450,BenignPositive,2024-06-02 11:23:00+00:00,2024-06-12 03:13:11+00:00,6,55,3,InitialAccess,T1566.002|T1110;T1110.003;T1110.001,4,1,1,9,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Malicious,13910,11,6,1,1
21275,44,BenignPositive,2024-06-07 19:59:28+00:00,2024-06-11 15:00:49+00:00,3,63,2,Exfiltration,,3,50,36,3,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,5461,19,4,0,0
21279,103,BenignPositive,2024-06-04 15:40:28+00:00,2024-06-06 12:56:08+00:00,6,71,3,InitialAccess,T1566,3,11,9,7,1,1,1,1,1,360606,138268,289573,153085,136315,242,Suspicious,5,,Suspicious,2715,15,1,0,1
21308,599,BenignPositive,2024-06-06 12:44:47+00:00,2024-06-06 12:44:47+00:00,1,3,1,InitialAccess,,1,33,22,3,1,1,1,1,1,360606,138268,289573,153085,1674,242,Unknown,5,,Unknown,0,12,3,0,1
21392,1144,FalsePositive,2024-06-06 22:31:16+00:00,2024-06-14 13:23:07+00:00,3,6,2,SuspiciousActivity,T1485,2,5,62,3,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,10971,22,3,0,0
21405,29,BenignPositive,2024-06-02 14:20:13+00:00,2024-06-03 19:25:23+00:00,3,70,2,CredentialAccess,,2,101,78,3,1,1,1,1,1,360606,138268,289573,153085,21539,242,Suspicious,5,MediaArena,Suspicious,1745,14,6,1,1
21408,29,BenignPositive,2024-06-03 10:58:16+00:00,2024-06-03 10:58:16+00:00,1,70,1,CredentialAccess,,1,101,78,1,1,1,1,1,1,360606,138268,289573,153085,21309,242,Unknown,5,,Unknown,0,10,0,0,1
21457,2,BenignPositive,2024-06-12 01:12:01+00:00,2024-06-12 01:12:01+00:00,1,70,1,Exfiltration,,1,15,13,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,1,2,0,0
21471,83,BenignPositive,2024-06-11 13:23:16+00:00,2024-06-11 13:23:16+00:00,1,8,1,Exfiltration,,1,60,49041,2,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,13,1,0,1
21590,13,BenignPositive,2024-06-03 06:34:12+00:00,2024-06-14 16:36:05+00:00,2,16,2,Exfiltration,,2,142,5372,6,1,1,1,1,1,360606,138268,289573,153085,1822,242,Suspicious,5,,Suspicious,16441,6,0,0,0
21593,8,TruePositive,2024-06-09 17:51:19+00:00,2024-06-10 05:30:48+00:00,13,70,1,SuspiciousActivity,,1,3,4,5,1,1,1,1,1,360606,138268,289573,153085,17,242,Suspicious,5,,Suspicious,699,17,6,1,1
21625,523,BenignPositive,2024-06-03 22:17:54+00:00,2024-06-12 22:59:59+00:00,15,70,2,SuspiciousActivity,T1566,3,36,378,8,1,1,1,1,1,360606,138268,289573,153085,64130,242,Suspicious,5,,Suspicious,13002,22,0,0,0
21635,698,TruePositive,2024-05-20 21:15:37+00:00,2024-06-12 18:32:20+00:00,5,67,4,Exfiltration,T1566.002,4,1,1,9,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,32956,21,0,0,0
21649,1596,FalsePositive,2024-06-03 21:21:43+00:00,2024-06-14 20:48:12+00:00,3,54,1,InitialAccess,T1566|T1566.002,3,11,9,8,1,1,1,1,1,360606,138268,289573,153085,9132,242,Unknown,5,,NoThreatsFound,15806,21,0,0,0
21671,1773,BenignPositive,2024-06-04 03:37:04+00:00,2024-06-14 11:48:01+00:00,8,62,2,InitialAccess,T1566.002|T1087;T1087.002|T1078;T1078.004,6,1,1,10,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Malicious,14890,3,1,0,0
21695,26,FalsePositive,2024-06-05 12:06:52+00:00,2024-06-15 17:32:48+00:00,3,62,1,InitialAccess,T1566.002|T1566.001,2,1,1,6,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,14725,12,2,0,1
21735,261,BenignPositive,2024-06-05 18:03:19+00:00,2024-06-12 16:21:04+00:00,2,62,2,Exfiltration,T1078,2,183,154,3,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,9977,18,2,0,1
21756,436,BenignPositive,2024-06-05 03:00:22+00:00,2024-06-13 19:46:40+00:00,7,67,2,SuspiciousActivity,T1110|T1566.001|T1566|T1566;T1566.002,4,161,131,7,1,1,1,1,1,360606,138268,289573,32858,453297,242,Suspicious,0,,Suspicious,12526,3,2,0,0
21766,94,BenignPositive,2024-06-04 03:22:39+00:00,2024-06-12 21:13:05+00:00,11,49,5,CommandAndControl,T1110;T1110.001;T1110.003,5,2,2,7,1,1,1,1,1,360606,138268,289573,153085,43849,242,Suspicious,5,,Suspicious,12590,3,1,0,0
21793,46,BenignPositive,2024-06-06 09:51:36+00:00,2024-06-06 12:21:50+00:00,4,51,1,InitialAccess,T1566.002,1,1,1,6,1,1,1,1,1,360606,138268,289573,153085,13310,242,Unknown,5,,NoThreatsFound,150,9,3,0,1
21825,421,BenignPositive,2024-06-03 06:07:52+00:00,2024-06-12 13:15:23+00:00,5,66,2,CredentialAccess,T1566.002,5,310,308,8,1,1,1,1,1,4118,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,13387,6,0,0,0
21829,264,TruePositive,2024-06-10 14:35:40+00:00,2024-06-12 08:52:45+00:00,7,69,1,InitialAccess,T1566.002,3,1,1,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Malicious,2537,14,0,0,1
21835,2,BenignPositive,2024-06-03 09:24:13+00:00,2024-06-03 09:24:13+00:00,1,66,1,Exfiltration,,1,42,27,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,9,0,0,1
21856,2,BenignPositive,2024-06-12 20:35:15+00:00,2024-06-12 20:35:15+00:00,1,69,1,Exfiltration,,1,18,14,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,20,2,0,0
21877,193,BenignPositive,2024-06-04 22:45:33+00:00,2024-06-15 17:04:10+00:00,10,65,6,UnwantedSoftware,T1021|T1078;T1078.004,9,44,114,10,1,1,1,1,1,360606,138268,210515,153085,453297,242,Suspicious,5,,Suspicious,15498,22,1,0,0
21890,547,FalsePositive,2024-06-03 15:21:31+00:00,2024-06-16 21:45:18+00:00,15,64,6,CredentialAccess,T1566|T1210|T1558;T1558.003|T1078;T1078.004,9,665,891,11,1,1,1,1,1,360606,138268,289573,153085,75412,242,Suspicious,5,,Suspicious,19103,15,0,0,1
